runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,7906,600.255,1,378,333,333,0
1,13726,599.954,1,378,333,333,0
2,13476,599.99,1,378,333,333,0
3,13752,600.014,1,378,333,333,0
4,13585,599.988,1,378,333,333,0
5,13779,599.893,1,378,333,333,0
6,14269,599.935,1,378,333,333,0
7,13859,599.948,1,378,333,333,0
8,13558,599.944,1,378,333,333,0
9,13509,599.973,1,378,333,333,0
10,14122,600.014,1,378,333,333,0
11,13483,599.974,1,378,333,333,0
12,13818,599.978,1,378,333,333,0
13,13939,599.883,1,378,333,333,0
14,13480,599.942,1,378,333,333,0
15,13873,599.977,1,378,333,333,0
16,13781,599.961,1,378,333,333,0
17,13686,599.981,1,378,333,333,0
18,13634,599.956,1,378,333,333,0
19,13745,600.01,1,378,333,333,0
20,13699,599.893,1,378,333,333,0
21,13819,600,1,378,333,333,0
22,13822,599.942,1,378,333,333,0
23,13891,599.957,1,378,333,333,0
24,13467,599.995,1,378,333,333,0
25,13995,599.936,1,378,333,333,0
26,13684,600.037,1,378,333,333,0
27,14204,599.917,1,378,333,333,0
28,13779,600.04,1,378,333,333,0
29,13856,599.924,1,378,333,333,0
,,,378,,,
