runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,13545,599.894,1,264,333,333,0
1,13941,599.925,1,264,333,333,0
2,13815,599.939,1,264,333,333,0
3,14493,600.02,1,264,333,333,0
4,13957,599.961,1,264,333,333,0
5,13345,599.986,1,264,333,333,0
6,13978,599.96,1,264,333,333,0
7,14226,599.979,1,264,333,333,0
8,13959,599.957,1,264,333,333,0
9,13742,600.014,1,264,333,333,0
10,13721,599.936,1,264,333,333,0
11,13808,600.008,1,264,333,333,0
12,13949,599.955,1,264,333,333,0
13,13703,600,1,264,333,333,0
14,13710,599.939,1,264,333,333,0
15,13667,599.941,1,264,333,333,0
16,13633,599.937,1,264,333,333,0
17,13684,599.968,1,264,333,333,0
18,13604,599.993,1,264,333,333,0
19,13664,600.031,1,264,333,333,0
20,13651,599.934,1,264,333,333,0
21,13863,599.982,1,264,333,333,0
22,13737,599.99,1,264,333,333,0
23,13580,599.917,1,264,333,333,0
24,13776,599.983,1,264,333,333,0
25,13676,599.949,1,264,333,333,0
26,13693,599.955,1,264,333,333,0
27,13601,599.984,1,264,333,333,0
28,13669,600.02,1,264,333,333,0
29,13735,599.955,1,264,333,333,0
,,,264,,,
