runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,13407,599.033,1,156,7,1,0
1,13456,600.005,2,160,0,0,0.326634
2,13061,599.93,2,160,0,0,0.326634
3,13472,599.972,1,156,7,1,0
4,13995,599.994,1,156,7,1,0
5,13514,599.964,1,156,7,1,0
6,13778,599.914,1,156,7,1,0
7,13602,599.963,2,160,0,0,0.326634
8,13336,599.978,2,160,0,0,0.326634
9,13467,599.938,2,160,0,0,0.326634
10,13301,599.811,2,160,0,0,0.326634
11,13419,600.004,2,160,0,0,0.326634
12,13436,599.972,1,156,7,1,0
13,13161,599.955,1,156,7,1,0
14,13736,599.985,1,156,7,1,0
15,13499,600.004,2,160,0,0,0.326634
16,13485,599.963,2,160,0,0,0.326634
17,13301,599.954,1,156,7,1,0
18,13230,599.958,2,160,0,0,0.326634
19,13296,599.905,1,156,7,1,0
20,13427,600.236,1,156,7,1,0
21,13450,599.946,2,160,0,0,0.326634
22,13851,599.994,2,160,0,0,0.326634
23,13588,599.948,1,156,7,1,0
24,13649,599.982,2,160,0,0,0.326634
25,13556,600.004,1,156,7,1,0
26,13531,599.937,1,156,7,1,0
27,13423,599.959,1,156,7,1,0
28,13461,599.942,1,156,7,1,0
29,13597,599.967,1,156,7,1,0
,,,160,,,
