runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11354,599.878,1,125,7.5,1,0
1,11786,599.984,1,130,7,1,0
2,11563,599.976,1,130,7,1,0
3,11622,600.009,1,100,49.5,1,0
4,11376,599.944,2,104,9.2,0.8,0.509891
5,11434,599.997,1,100,49.5,1,0
6,11584,599.981,1,104,49,1,0
7,11618,599.992,1,125,7.5,1,0
8,11814,599.992,1,100,49.5,1,0
9,11599,599.967,1,104,49,1,0
10,11546,600.011,1,108,42,1,0
11,11744,599.963,1,130,7,1,0
12,11186,599.973,2,98,25.375,0.75,0.509891
13,11552,599.971,1,100,49.5,1,0
14,11881,599.967,1,130,7,1,0
15,11558,599.942,1,108,42,1,0
16,11620,599.968,1,100,49.5,1,0
17,11343,600.043,1,96,49.6667,1,0
18,11466,599.989,1,125,7.5,1,0
19,11878,599.92,1,125,7.5,1,0
20,11806,599.984,1,130,7,1,0
21,11721,599.959,1,130,7,1,0
22,11904,599.99,1,125,7.5,1,0
23,12079,599.95,1,100,49.5,1,0
24,11714,599.96,1,104,49,1,0
25,11601,600,1,100,49.5,1,0
26,11842,599.979,1,125,7.5,1,0
27,11780,599.975,1,130,7,1,0
28,11860,599.99,1,130,7,1,0
29,11746,599.946,1,104,49,1,0
,,,134,,,
