runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11404,599.349,1,154,333,333,0
1,10948,599.931,2,138,9,1,inf
2,11334,599.925,1,154,333,333,0
3,11663,599.991,1,133,333,333,0
4,11620,599.862,1,154,333,333,0
5,11803,600.015,1,119,333,333,0
6,11852,599.89,1,154,333,333,0
7,10842,599.994,2,145,8.5,1,inf
8,11446,599.958,1,154,333,333,0
9,11234,599.933,2,152,6,1,0.346129
10,12111,599.97,1,147,333,333,0
11,11508,599.985,1,147,333,333,0
12,11221,599.993,2,138,9,1,inf
13,11589,599.997,1,168,333,333,0
14,11264,599.852,1,140,333,333,0
15,10874,599.977,1,140,333,333,0
16,11165,599.858,1,147,333,333,0
17,11719,599.942,1,147,333,333,0
18,11411,599.987,1,154,333,333,0
19,10568,599.991,2,136,7.66667,1,inf
20,11098,599.899,1,154,333,333,0
21,11261,600.016,1,154,333,333,0
22,11512,599.925,1,140,333,333,0
23,11171,599.974,1,140,333,333,0
24,10965,599.811,1,119,333,333,0
25,12056,599.962,1,154,333,333,0
26,11842,599.949,1,154,333,333,0
27,11523,599.848,1,147,333,333,0
28,11467,599.977,1,154,333,333,0
29,11505,599.964,1,154,333,333,0
,,,168,,,
