runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3664,599.975,0,0,333,333,333
1,3691,599.735,0,0,333,333,333
2,3635,599.909,0,0,333,333,333
3,3642,599.841,0,0,333,333,333
4,3670,599.771,0,0,333,333,333
5,3754,600.04,0,0,333,333,333
6,3633,600.074,0,0,333,333,333
7,3718,599.793,0,0,333,333,333
8,3687,599.706,0,0,333,333,333
9,3699,599.77,0,0,333,333,333
10,3688,599.911,0,0,333,333,333
11,3683,600.05,0,0,333,333,333
12,3664,599.792,0,0,333,333,333
13,3637,599.916,0,0,333,333,333
14,3658,599.576,0,0,333,333,333
15,3664,599.964,0,0,333,333,333
16,3647,599.93,0,0,333,333,333
17,3639,599.852,0,0,333,333,333
18,3671,599.723,0,0,333,333,333
19,3658,599.896,0,0,333,333,333
20,3626,599.915,0,0,333,333,333
21,3673,599.867,0,0,333,333,333
22,3654,599.872,0,0,333,333,333
23,3675,599.788,0,0,333,333,333
24,3673,600.017,0,0,333,333,333
25,3636,599.997,0,0,333,333,333
26,3665,599.823,0,0,333,333,333
27,3665,599.969,0,0,333,333,333
28,3659,599.989,0,0,333,333,333
29,3649,599.874,0,0,333,333,333
,,,55,,,
