runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3667,599.964,0,0,333,333,333
1,3669,599.806,0,0,333,333,333
2,3690,599.701,0,0,333,333,333
3,3695,599.959,0,0,333,333,333
4,3672,599.771,0,0,333,333,333
5,3710,599.97,0,0,333,333,333
6,3663,599.601,0,0,333,333,333
7,3734,599.957,0,0,333,333,333
8,3667,600.02,0,0,333,333,333
9,3698,599.878,0,0,333,333,333
10,3654,599.865,0,0,333,333,333
11,3661,599.937,0,0,333,333,333
12,3672,599.847,0,0,333,333,333
13,3639,599.939,0,0,333,333,333
14,3718,599.562,0,0,333,333,333
15,3676,599.886,0,0,333,333,333
16,3681,599.946,0,0,333,333,333
17,3684,600.011,0,0,333,333,333
18,3696,599.696,0,0,333,333,333
19,3660,599.957,0,0,333,333,333
20,3689,599.579,0,0,333,333,333
21,3742,599.985,0,0,333,333,333
22,3660,599.844,0,0,333,333,333
23,3705,599.638,0,0,333,333,333
24,3702,600.07,0,0,333,333,333
25,3709,599.697,0,0,333,333,333
26,3649,599.9,0,0,333,333,333
27,3650,599.772,0,0,333,333,333
28,3679,600.143,0,0,333,333,333
29,3704,599.977,0,0,333,333,333
,,,90,,,
