runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3635,599.908,0,0,333,333,333
1,3644,599.651,0,0,333,333,333
2,3652,599.858,0,0,333,333,333
3,3688,599.816,0,0,333,333,333
4,3656,599.812,0,0,333,333,333
5,3658,599.864,0,0,333,333,333
6,3633,600.136,0,0,333,333,333
7,3667,599.734,0,0,333,333,333
8,3644,599.777,0,0,333,333,333
9,3653,600.011,0,0,333,333,333
10,3657,599.741,0,0,333,333,333
11,3651,599.878,0,0,333,333,333
12,3650,600.052,0,0,333,333,333
13,3643,599.567,0,0,333,333,333
14,3656,599.896,0,0,333,333,333
15,3670,599.909,0,0,333,333,333
16,3646,599.839,0,0,333,333,333
17,3663,599.742,0,0,333,333,333
18,3675,600.023,0,0,333,333,333
19,3676,599.928,0,0,333,333,333
20,3689,599.842,0,0,333,333,333
21,3664,599.643,0,0,333,333,333
22,3694,599.772,0,0,333,333,333
23,3662,599.931,0,0,333,333,333
24,3662,599.977,0,0,333,333,333
25,3695,599.793,0,0,333,333,333
26,3671,599.898,0,0,333,333,333
27,3678,599.949,0,0,333,333,333
28,3681,599.921,0,0,333,333,333
29,3673,600.021,0,0,333,333,333
,,,67,,,
