runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4535,599.931,1,40,32.5,1,0
1,4446,599.902,1,40,32.5,1,0
2,4490,599.844,1,45,32.3333,1,0
3,4605,600.035,1,24,54.6667,1,0
4,4398,599.904,0,0,333,333,333
5,4600,599.951,1,21,54.7333,1,0
6,4600,599.869,0,0,333,333,333
7,4664,599.941,0,0,333,333,333
8,4693,599.98,0,0,333,333,333
9,4686,599.996,0,0,333,333,333
10,4706,599.925,0,0,333,333,333
11,4585,600.034,1,20,32.75,1,0
12,4531,599.936,1,18,54.7778,1,0
13,4785,599.928,0,0,333,333,333
14,4627,600.03,1,40,54,1,0
15,4674,599.869,1,0,32.8333,1,0
16,4643,600.093,0,0,333,333,333
17,4592,599.98,1,25,32.7143,1,0
18,4557,599.941,1,21,54.7333,1,0
19,4604,599.907,0,0,333,333,333
20,4578,599.905,1,28,54.6,1,0
21,4593,600.019,1,12,54.7778,1,0
22,4584,599.877,1,30,32.6667,1,0
23,4767,600.009,0,0,333,333,333
24,4446,599.872,0,0,333,333,333
25,4575,600.064,1,27,54.5556,1,0
26,4712,599.885,0,0,333,333,333
27,4627,599.962,1,27,54.5556,1,0
28,4564,600.005,1,21,54.7333,1,0
29,4593,599.932,0,0,333,333,333
,,,68,,,
