runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4690,599.944,1,10,44,1,0
1,4874,600.003,0,0,333,333,333
2,4962,599.946,1,16,44,1,0
3,4783,599.988,1,54,333,333,0
4,4666,599.933,2,34,25.2,1,inf
5,4873,599.967,1,66,333,333,0
6,4754,599.964,1,60,333,333,0
7,4828,599.966,1,54,333,333,0
8,4705,599.899,1,10,44,1,0
9,4714,599.857,1,25,44,1,0
10,4770,600.028,2,57,5.5,1,0.346129
11,4850,599.821,1,60,333,333,0
12,4816,599.984,1,66,333,333,0
13,4690,600.024,1,4,44,1,0
14,4694,599.923,1,0,44,1,0
15,4602,599.934,1,20,44,1,0
16,4883,599.945,1,60,333,333,0
17,4802,599.861,1,30,44,1,0
18,4709,600.028,3,28,16.7917,0.875,0.145824
19,4654,599.886,1,60,333,333,0
20,4623,599.94,1,8,44,1,0
21,4803,599.943,1,54,333,333,0
22,4786,599.988,1,28,44,1,0
23,5000,600.032,1,20,44,1,0
24,4683,599.838,1,60,333,333,0
25,4676,599.981,1,35,44,1,0
26,4684,599.968,1,35,44,1,0
27,4792,599.915,1,42,333,333,0
28,4661,599.997,2,39,24.75,1,inf
29,4722,599.885,1,4,44,1,0
,,,66,,,
