runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4626,600.005,2,57,9.88889,1,inf
1,4690,599.894,2,63,37.6667,1,inf
2,4610,599.888,1,48,333,333,0
3,4900,599.981,3,68,7.55556,0.777778,-inf
4,4669,599.824,1,27,56,1,0
5,4661,599.981,1,55,56,1,0
6,4615,600.006,2,70,8.5,1,inf
7,4715,599.929,1,18,56,1,0
8,4596,599.879,1,4,56,1,0
9,4652,599.95,2,53,10,1,inf
10,4679,599.906,1,3,56,1,0
11,4721,600.04,2,71,9.57143,1,inf
12,4854,599.801,1,50,56,1,0
13,4623,599.938,1,65,56,1,0
14,4746,599.955,2,49,32.3889,1,inf
15,4684,600.006,1,55,56,1,0
16,4544,599.938,3,56,19.6875,0.875,-inf
17,4572,599.922,2,37,21.3409,1,inf
18,4725,599.839,2,25,45.3333,1,inf
19,4617,599.967,0,0,333,333,333
20,4577,599.959,2,69,31.5,1,inf
21,4533,599.964,0,0,333,333,333
22,4701,600.002,1,21,56,1,0
23,4581,599.901,2,82,9,1,inf
24,4642,599.979,2,32,21.4167,1,inf
25,4539,599.844,3,62,8.7037,0.888889,-inf
26,4591,599.95,1,70,56,1,0
27,4585,599.887,0,0,333,333,333
28,4759,599.953,1,32,56,1,0
29,4650,599.916,1,0,56,1,0
,,,108,,,
