runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4569,599.915,1,90,333,333,0
1,4635,599.895,2,43,37.15,1,inf
2,4955,599.875,0,0,333,333,333
3,4541,599.79,1,70,59,1,0
4,4488,599.659,1,24,59,1,0
5,4559,599.882,0,0,333,333,333
6,4535,599.931,1,64,59,1,0
7,4621,600.009,1,90,333,333,0
8,4592,599.822,1,39,59,1,0
9,4513,599.881,1,20,59,1,0
10,4549,600.073,1,4,59,1,0
11,4304,599.876,1,16,59,1,0
12,4446,599.887,1,21,59,1,0
13,4402,599.876,2,30,41.1667,1,inf
14,4610,599.978,1,0,59,1,0
15,4613,599.901,0,0,333,333,333
16,4558,599.892,1,70,59,1,0
17,4345,599.801,1,6,59,1,0
18,4614,599.789,0,0,333,333,333
19,4490,599.892,0,0,333,333,333
20,4630,599.851,1,32,59,1,0
21,4398,599.801,2,43,32.8636,1,inf
22,4694,599.975,2,93,7,1,inf
23,4598,599.778,1,36,59,1,0
24,4523,599.958,1,56,59,1,0
25,4310,599.916,3,34,31.9048,0.857143,-inf
26,4422,599.788,1,45,59,1,0
27,4668,599.992,1,50,59,1,0
28,4437,599.938,1,20,59,1,0
29,4579,599.911,0,0,333,333,333
,,,108,,,
