runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4375,599.933,1,9,56.8,1,0
1,4308,599.926,0,0,333,333,333
2,4325,599.767,1,48,8.25,1,0
3,4257,599.916,0,0,333,333,333
4,4453,599.952,0,0,333,333,333
5,4345,599.814,0,0,333,333,333
6,4357,599.778,0,0,333,333,333
7,4345,599.709,0,0,333,333,333
8,4475,600.044,0,0,333,333,333
9,4156,599.63,0,0,333,333,333
10,4267,599.922,0,0,333,333,333
11,4476,599.853,0,0,333,333,333
12,4348,599.83,0,0,333,333,333
13,4260,599.847,1,0,56.8929,1,0
14,4643,600.009,0,0,333,333,333
15,4404,599.84,0,0,333,333,333
16,4476,599.935,1,33,32.5,1,0
17,4443,599.668,0,0,333,333,333
18,4388,599.825,0,0,333,333,333
19,4316,599.836,0,0,333,333,333
20,4507,599.858,0,0,333,333,333
21,4569,599.933,0,0,333,333,333
22,4431,599.925,0,0,333,333,333
23,4561,599.703,0,0,333,333,333
24,4368,599.805,0,0,333,333,333
25,4423,599.786,0,0,333,333,333
26,4330,599.74,0,0,333,333,333
27,4446,599.77,0,0,333,333,333
28,4331,599.97,0,0,333,333,333
29,4412,599.91,0,0,333,333,333
,,,53,,,
