runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,26398,599.994,1,65,65.7727,1,0
1,26530,599.968,1,75,65.7222,1,0
2,26921,599.985,1,48,65.8333,1,0
3,26562,600.014,0,0,333,333,333
4,26144,600,3,190,5.1,0.4,0.449615
5,26564,599.969,2,122,28.7143,0.857143,0.475082
6,25488,599.992,2,3,47.7639,0.958333,0.475082
7,26246,600.004,1,120,49.8,0.8,0
8,26569,599.977,2,101,29.3,0.9,0.475082
9,26348,600.012,1,70,39.3214,1,0
10,26207,599.98,1,50,65.8214,1,0
11,26871,600.002,1,102,52.3929,1,0
12,26869,599.972,1,133,39,1,0
13,26589,599.995,1,112,39.1875,1,0
14,26237,599.992,1,49,39.3529,1,0
15,26029,600.01,2,131,37.0833,0.833333,0.475082
16,26371,599.984,2,118,37.6562,0.875,0.475082
17,25570,599.999,2,87,29.5278,0.916667,0.475082
18,26157,600.008,2,126,23.5,0.8,0.475082
19,26297,599.986,1,56,65.8,1,0
20,26008,600.001,2,75,38.4643,0.928571,0.475082
21,26427,599.982,1,126,39.0833,1,0
22,25621,599.97,2,58,51.0938,0.875,0.475082
23,26800,600.014,1,70,65.75,1,0
24,26264,599.994,2,129,28.3889,0.833333,0.475082
25,25871,599.979,1,105,39.2222,1,0
26,26521,600.006,1,78,52.5227,1,0
27,26387,599.999,1,48,65.8333,1,0
28,25607,599.99,1,42,39.3611,1,0
29,25977,599.981,2,43,47.4792,0.9375,0.475082
,,,206,,,
