runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4692,599.967,0,0,333,333,333
1,4511,599.912,0,0,333,333,333
2,4671,599.942,1,60,58,1,0
3,4695,599.801,2,64,9.16667,0.833333,0.509891
4,4509,599.631,1,66,10.8,1,0
5,4592,599.973,0,0,333,333,333
6,4546,599.838,2,82,7.33333,0.666667,0.509891
7,4331,599.842,3,75,6.7,0.6,0.599401
8,4616,599.872,1,60,10.8333,1,0
9,4881,599.745,0,0,333,333,333
10,4492,599.997,0,0,333,333,333
11,4495,599.991,2,72,3.375,0.875,0.509891
12,4557,599.814,3,51,20,0.714286,0.5994
13,4348,599.773,2,4,34.3125,0.9375,0.509891
14,4583,599.857,1,36,58.8571,1,0
15,4568,599.919,1,45,34.8571,1,0
16,4724,599.904,2,71,8.7,0.8,0.509891
17,4675,599.888,1,78,10.6667,1,0
18,4605,599.888,2,48,25.4762,0.857143,0.509891
19,4529,599.931,2,70,8.8,0.8,0.509891
20,4498,599.974,2,77,8.125,0.75,0.509891
21,4494,599.734,1,21,58.9259,1,0
22,4429,599.995,2,39,33.7778,0.888889,0.509891
23,4474,599.731,1,30,34.9,1,0
24,4443,599.991,0,0,333,333,333
25,4662,599.857,0,0,333,333,333
26,4627,599.739,0,0,333,333,333
27,4637,599.974,1,72,10.75,1,0
28,4678,599.884,0,0,333,333,333
29,4475,599.82,0,0,333,333,333
,,,94,,,
