runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3616,599.974,0,0,333,333,333
1,3577,599.952,0,0,333,333,333
2,3606,599.772,0,0,333,333,333
3,3639,600.034,0,0,333,333,333
4,3615,599.966,0,0,333,333,333
5,3607,599.532,0,0,333,333,333
6,3621,599.524,0,0,333,333,333
7,3624,599.976,0,0,333,333,333
8,3650,600.055,0,0,333,333,333
9,3667,600.083,0,0,333,333,333
10,3623,599.917,0,0,333,333,333
11,3587,599.991,0,0,333,333,333
12,3577,600.011,0,0,333,333,333
13,3632,599.937,0,0,333,333,333
14,3637,599.907,0,0,333,333,333
15,3681,599.922,0,0,333,333,333
16,3641,599.937,0,0,333,333,333
17,3643,600.042,0,0,333,333,333
18,3633,599.828,0,0,333,333,333
19,3638,600.063,0,0,333,333,333
20,3575,599.705,0,0,333,333,333
21,3488,600.049,0,0,333,333,333
22,3492,599.748,0,0,333,333,333
23,3351,600.031,0,0,333,333,333
24,3587,599.955,0,0,333,333,333
25,3540,599.857,0,0,333,333,333
26,3503,599.61,0,0,333,333,333
27,3600,599.979,0,0,333,333,333
28,3632,599.666,0,0,333,333,333
29,3604,600.068,0,0,333,333,333
,,,0,,,
