runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5412,599.366,1,44,61.85,1,0
1,5528,600.012,1,51,61.75,1,0
2,5305,600.008,1,75,61.5,1,0
3,5383,599.871,1,36,61.8889,1,0
4,5413,599.962,1,90,61,1,0
5,5417,599.994,1,80,61.4,1,0
6,5583,599.958,1,105,52,1,0
7,5633,599.919,1,45,61.8333,1,0
8,5490,599.988,1,64,61.7,1,0
9,5518,599.876,1,39,61.875,1,0
10,5963,600.045,2,118,3,0.333333,0.488066
11,5236,599.997,0,0,333,333,333
12,5499,599.913,1,24,61.9231,1,0
13,5610,599.983,2,63,43,0.833333,0.509891
14,5623,599.962,1,42,61.8571,1,0
15,5092,599.896,1,72,61.5,1,0
16,5429,600.028,1,36,61.8889,1,0
17,5519,599.922,1,39,61.875,1,0
18,5525,599.994,1,54,61.6667,1,0
19,5338,599.986,1,48,61.8,1,0
20,5305,599.967,2,94,7,0.714286,0.509891
21,5451,599.947,2,106,5.8,0.6,0.509891
22,5510,600.013,1,60,61.75,1,0
23,5346,599.905,1,60,61.75,1,0
24,5437,599.952,2,84,33.9,0.8,0.509891
25,5641,600.007,1,48,61.8,1,0
26,5530,599.957,1,42,61.8571,1,0
27,5322,599.992,2,118,3,0.333333,0.488066
28,5541,599.985,1,40,61.8636,1,0
29,5576,599.902,1,56,61.7857,1,0
,,,123,,,
