runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5829,599.65,1,27,57,1,0
1,5324,599.814,1,48,57,1,0
2,5483,599.968,1,44,57,1,0
3,5327,600.05,2,8,46.4,1,inf
4,5774,599.782,1,60,57,1,0
5,5391,599.956,2,48,21.8,1,inf
6,5517,599.951,0,0,333,333,333
7,5431,599.859,1,33,57,1,0
8,5473,599.727,1,48,57,1,0
9,5534,599.926,1,42,57,1,0
10,5326,599.582,1,48,57,1,0
11,5483,599.983,1,70,333,333,0
12,5382,599.79,1,40,57,1,0
13,5406,599.967,3,53,5.47619,0.857143,0.145824
14,5432,599.93,2,74,5,1,0.346129
15,5241,599.874,2,54,22.3333,1,inf
16,5469,599.999,2,36,23,1,inf
17,5209,599.719,3,32,15.8444,0.777778,-inf
18,5335,599.979,2,29,37.4444,1,inf
19,5396,599.937,1,60,333,333,0
20,5313,599.967,1,56,57,1,0
21,5322,599.947,1,40,57,1,0
22,5360,599.902,2,27,32.2,1,inf
23,5400,599.926,1,30,57,1,0
24,5237,600.009,2,2,40.5,1,inf
25,5560,599.954,1,60,333,333,0
26,5392,599.846,2,36,23,1,inf
27,5287,599.922,2,43,31.6667,1,inf
28,5241,599.88,1,36,57,1,0
29,5294,599.855,1,40,57,1,0
,,,80,,,
