runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5417,600.055,0,0,333,333,333
1,5444,599.956,0,0,333,333,333
2,5391,599.897,2,16,32.1905,0.714286,0.509891
3,5481,599.815,0,0,333,333,333
4,5250,599.93,1,32,13,1,0
5,5331,600.006,0,0,333,333,333
6,5266,599.938,0,0,333,333,333
7,5400,599.894,0,0,333,333,333
8,5293,599.948,1,0,60.25,1,0
9,5431,599.89,0,0,333,333,333
10,5125,599.999,0,0,333,333,333
11,5216,599.811,0,0,333,333,333
12,5399,599.912,0,0,333,333,333
13,5351,599.937,1,4,66.8,1,0
14,5285,599.758,1,10,60.1667,1,0
15,5307,599.795,1,36,53,1,0
16,5246,599.917,0,0,333,333,333
17,5381,599.863,0,0,333,333,333
18,5436,600.028,0,0,333,333,333
19,5315,599.857,0,0,333,333,333
20,5331,599.983,0,0,333,333,333
21,5272,599.967,0,0,333,333,333
22,5444,599.739,0,0,333,333,333
23,5307,599.927,0,0,333,333,333
24,5185,599.989,0,0,333,333,333
25,5431,600.005,0,0,333,333,333
26,5294,599.905,0,0,333,333,333
27,5299,599.767,1,4,66.7143,1,0
28,5360,600.066,0,0,333,333,333
29,5129,599.86,2,11,40.44,0.6,0.509891
,,,44,,,
