runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3823,599.979,0,0,333,333,333
1,3706,600.02,1,20,47,1,0
2,3987,599.992,0,0,333,333,333
3,3950,599.912,0,0,333,333,333
4,3754,599.992,0,0,333,333,333
5,3898,599.862,0,0,333,333,333
6,3775,599.967,0,0,333,333,333
7,4223,600.052,0,0,333,333,333
8,4250,599.946,0,0,333,333,333
9,3820,599.994,0,0,333,333,333
10,3841,599.966,0,0,333,333,333
11,3935,599.978,0,0,333,333,333
12,3788,599.924,0,0,333,333,333
13,3888,599.915,0,0,333,333,333
14,3808,600.026,0,0,333,333,333
15,3915,599.98,0,0,333,333,333
16,4178,599.876,0,0,333,333,333
17,3894,600.006,0,0,333,333,333
18,3908,599.98,0,0,333,333,333
19,3755,599.949,0,0,333,333,333
20,3925,599.973,0,0,333,333,333
21,4119,599.997,0,0,333,333,333
22,4316,599.961,0,0,333,333,333
23,4500,599.959,0,0,333,333,333
24,4026,600.022,0,0,333,333,333
25,3736,599.92,0,0,333,333,333
26,3962,600.014,0,0,333,333,333
27,3893,599.952,0,0,333,333,333
28,3928,599.947,0,0,333,333,333
29,3821,599.943,0,0,333,333,333
,,,34,,,
