runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,3803,599.422,0,333,333,333,0,0
1,3666,600.101,0,333,333,333,0,0
2,3677,599.502,0,333,333,333,0,0
3,3724,599.73,0,333,333,333,0,0
4,3671,599.884,0,333,333,333,0,0
5,3738,599.94,0,333,333,333,0,0
6,3686,599.912,0,333,333,333,0,0
7,3707,599.979,0,333,333,333,0,0
8,3491,599.885,0,333,333,333,0,0
9,3754,599.776,0,333,333,333,0,0
10,3745,600.044,0,333,333,333,0,0
11,3666,599.955,0,333,333,333,0,0
12,3728,599.665,0,333,333,333,0,0
13,3700,600.007,0,333,333,333,0,0
14,3734,600.12,0,333,333,333,0,0
15,3725,599.708,0,333,333,333,0,0
16,3542,600.031,0,333,333,333,0,0
17,3734,599.97,0,333,333,333,0,0
18,3698,599.684,0,333,333,333,0,0
19,3694,599.983,0,333,333,333,0,0
20,3695,599.98,0,333,333,333,0,0
21,3749,599.943,0,333,333,333,0,0
22,3714,600.208,0,333,333,333,0,0
23,3707,599.949,0,333,333,333,0,0
24,3759,599.729,0,333,333,333,0,0
25,3722,599.825,0,333,333,333,0,0
26,3730,599.778,0,333,333,333,0,0
27,3729,599.819,0,333,333,333,0,0
28,3720,599.831,0,333,333,333,0,0
29,3766,600.11,0,333,333,333,0,0
0,3697,599.467,0,333,333,333,0,1
1,3653,599.999,0,333,333,333,0,1
2,3601,599.912,0,333,333,333,0,1
3,3712,599.998,0,333,333,333,0,1
4,3682,599.835,0,333,333,333,0,1
5,3688,599.627,0,333,333,333,0,1
6,3604,599.871,0,333,333,333,0,1
7,3735,599.784,0,333,333,333,0,1
8,3479,599.896,0,333,333,333,0,1
9,3747,599.825,0,333,333,333,0,1
10,3716,600.027,0,333,333,333,0,1
11,3634,599.793,0,333,333,333,0,1
12,3700,599.559,0,333,333,333,0,1
13,3716,599.841,0,333,333,333,0,1
14,3716,599.882,0,333,333,333,0,1
15,3728,599.984,0,333,333,333,0,1
16,3536,599.639,0,333,333,333,0,1
17,3692,599.718,0,333,333,333,0,1
18,3667,599.936,0,333,333,333,0,1
