runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,8495,599.394,21,7.8,1,0,0,0
1,8207,599.984,39,0,0,0.326634,0,0
2,8001,599.943,12,13.1,1,0,0,0
3,8303,599.987,9,18,0.8,0.509891,0,0
4,8046,599.978,27,7.2,0.666667,0.456486,0,0
5,8197,600,12,13.1,1,0,0,0
6,7826,599.965,16,24.7,0.571429,0.5994,0,0
7,8586,599.958,21,7.8,1,0,0,0
8,8597,599.928,21,7.8,1,0,0,0
9,8163,599.999,39,0,0,0.326634,0,0
10,8809,600,35,0.6,1,0,0,0
11,8120,599.909,0,22.4,1,0,0,0
12,8439,600.053,12,13.1,1,0,0,0
13,8197,599.893,16,12.5,0.75,0.509891,0,0
14,8301,599.996,35,0.6,1,0,0,0
15,8341,599.969,22,8.8,0.666667,0.509891,0,0
16,8233,599.944,39,0,0,0.326634,0,0
17,8619,599.942,26,9.3,0.666667,0.553651,0,0
18,8387,600.006,21,7.8,1,0,0,0
19,7956,599.986,10,16.2,0.8,0.509891,0,0
20,8372,599.949,12,13.1,1,0,0,0
21,8253,599.94,28,5.1,0.5,0.509891,0,0
22,8238,599.947,25,7.2,0.666667,0.509891,0,0
23,8145,599.979,22,8.8,0.666667,0.509891,0,0
24,8183,599.967,39,0,0,0.326634,0,0
25,8335,599.994,5,18.6,1,0,0,0
26,8171,599.924,34,1.4,0.333333,0.488066,0,0
27,8571,600.038,23,7.8,0.666667,0.509891,0,0
28,8948,599.917,35,0.6,1,0,0,0
29,8382,599.991,18,9.4,1,0,0,0
0,7828,599.908,0,19.3,1,0.346129,0,1
1,8417,599.848,12,333,333,0,0,1
2,8471,599.945,9,3,1,0,0,1
3,7958,599.934,3,6,1,0,0,1
4,8295,599.927,12,333,333,0,0,1
5,8160,599.932,0,7.5,1,0,0,1
6,8355,599.862,16,333,333,0,0,1
7,8478,599.925,16,333,333,0,0,1
8,8342,599.91,9,3,1,0,0,1
9,8346,599.955,12,333,333,0,0,1
10,8037,600.034,6,4.5,1,0,0,1
11,8461,599.86,16,333,333,0,0,1
12,8611,599.961,12,333,333,0,0,1
13,7982,599.916,3,6,1,0,0,1
14,8313,599.899,8,333,333,0,0,1
15,8225,599.911,16,333,333,0,0,1
16,8254,599.896,12,333,333,0,0,1
17,8180,599.983,16,333,333,0,0,1
18,8223,599.884,12,333,333,0,0,1
19,8466,599.849,16,333,333,0,0,1
20,8292,599.879,16,333,333,0,0,1
21,8222,600.021,12,333,333,0,0,1
22,8400,599.572,9,3,1,0,0,1
23,8232,599.835,6,4.5,1,0,0,1
24,8453,599.841,16,333,333,0,0,1
25,8146,599.852,4,11.4,1,0.346129,0,1
26,8219,599.723,16,333,333,0,0,1
27,8341,599.807,12,333,333,0,0,1
28,8053,599.794,12,333,333,0,0,1
29,8309,599.972,8,333,333,0,0,1
0,8303,599.415,12,3.2,1,0,0,10
1,8235,599.9,16,1.8,1,0,0,10
2,7911,599.967,8,7.6,1,0,0,10
3,8002,599.938,20,3,0.75,0.488066,0,10
4,7917,599.936,10,11.1,0.666667,0.509891,0,10
5,8252,599.837,8,10.5,0.75,0.509891,0,10
6,8169,599.954,12,3.2,1,0,0,10
7,8104,599.918,16,1.8,1,0,0,10
8,8257,599.887,16,1.8,1,0,0,10
9,8147,599.865,12,3.6,1,0,0,10
10,8150,600.029,16,1.8,1,0,0,10
11,8663,599.92,16,1.8,1,0,0,10
12,8259,599.884,16,1.8,1,0,0,10
13,8109,599.926,20,3,0.75,0.488066,0,10
14,8121,600.001,10,4.9,1,0,0,10
15,7724,599.932,2,15.7,0.833333,0.509891,0,10
16,7800,599.841,16,1.8,1,0,0,10
17,8264,599.788,16,1.8,1,0,0,10
18,8226,599.909,18,1.7,1,0,0,10
19,8257,599.93,15,2.1,1,0,0,10
20,8250,599.816,16,1.8,1,0,0,10
21,8127,599.892,20,3,0.75,0.488066,0,10
22,8469,599.534,16,1.8,1,0,0,10
23,8290,599.799,16,1.8,1,0,0,10
24,8338,599.871,15,2.1,1,0,0,10
25,7997,599.885,6,10.3,1,0,0,10
26,8196,599.909,16,1.8,1,0,0,10
27,8094,599.843,12,3.2,1,0,0,10
28,8250,599.76,15,2.1,1,0,0,10
29,8093,599.836,16,1.8,1,0,0,10
0,8118,599.892,12,6.2,0.666667,0,0,11
1,8156,599.875,22,3.2,0.666667,0.509891,0,11
2,8123,599.94,22,3.2,0.666667,0.509891,0,11
3,8068,599.95,22,3.2,0.666667,0.509891,0,11
4,8085,599.859,22,3.2,0.666667,0.509891,0,11
5,8161,599.957,22,2.6,0.333333,0.461709,0,11
6,7989,599.885,6,18.4,1,0,0,11
7,8329,599.961,22,3.2,0.666667,0.509891,0,11
8,8186,599.879,11,13.5,0.6,0.481574,0,11
9,7972,599.892,6,18.4,1,0,0,11
10,8091,599.92,11,13.5,0.6,0.481574,0,11
11,8098,599.964,1,29.9,1,0,0,11
12,8130,599.838,4,23.2,1,0,0,11
13,8093,599.931,22,2.6,0.333333,0.461709,0,11
14,8103,599.799,22,3.2,0.666667,0.509891,0,11
15,8205,599.986,22,3.2,0.666667,0.509891,0,11
16,7805,599.993,12,5.6,0.5,0.49717,0,11
17,7958,599.609,2,28,1,0,0,11
18,8338,599.898,10,8.8,1,0,0,11
