runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,8602,599.233,3,5.6,0.666667,0.509891,0,0
1,8506,599.923,2,6.9,0.666667,0.509891,0,0
2,8530,599.992,3,1.8,1,0,0,0
3,8837,600.001,4,1.6,1,0,0,0
4,8478,599.96,4,3.2,0.666667,0.509891,0,0
5,8021,599.988,1,9,0.666667,0.599401,0,0
6,8637,599.956,6,1.2,1,0,0,0
7,8735,600.057,4,1.6,1,0,0,0
8,8192,599.878,2,6.9,0.666667,0.509891,0,0
9,8870,599.986,6,0.4,1,0,0,0
10,8819,600.012,6,1.2,1,0,0,0
11,8497,599.954,3,5.6,0.666667,0.509891,0,0
12,8563,599.972,2,3.1,1,0,0,0
13,8335,599.941,4,4,0.5,0.60773,0,0
14,8605,600.037,3,1.8,1,0,0,0
15,8568,599.92,4,4,0.5,0.60773,0,0
16,8369,599.995,3,5.6,0.666667,0.509891,0,0
17,8515,599.98,2,3.1,1,0,0,0
18,8298,599.972,1,9,0.666667,0.599401,0,0
19,8359,599.974,3,5.6,0.666667,0.509891,0,0
20,8529,599.944,4,1.6,1,0,0,0
21,8434,599.996,3,5.6,0.666667,0.509891,0,0
22,8511,600.009,3,5.6,0.666667,0.509891,0,0
23,8370,599.965,4,4,0.5,0.60773,0,0
24,8364,599.93,4,4,0.5,0.60773,0,0
25,8169,599.931,4,4,0.5,0.60773,0,0
26,8404,599.98,0,3.2,1,0,0,0
27,8357,599.941,2,6.9,0.666667,0.509891,0,0
28,8268,599.987,4,4,0.5,0.60773,0,0
29,8637,600.012,5,1.4,0.5,0.509891,0,0
0,8600,599.987,1,2.5,1,0,0,1
1,8850,599.855,4,333,333,0,0,1
2,9172,599.955,4,333,333,0,0,1
3,8660,599.952,2,333,333,0,0,1
4,9087,599.881,4,333,333,0,0,1
5,8887,599.896,2,333,333,0,0,1
6,9340,599.928,4,333,333,0,0,1
7,8946,599.892,0,333,333,0,0,1
8,9003,599.848,4,333,333,0,0,1
9,9054,599.864,1,2.5,1,0,0,1
10,8874,599.855,2,333,333,0,0,1
11,8909,599.889,4,333,333,0,0,1
12,8828,599.881,2,333,333,0,0,1
13,8686,599.814,2,333,333,0,0,1
14,9032,600,4,333,333,0,0,1
15,8878,599.947,2,333,333,0,0,1
16,9023,599.877,2,333,333,0,0,1
17,8733,599.894,4,333,333,0,0,1
18,8921,599.861,0,4,1,0,0,1
19,8870,599.763,2,333,333,0,0,1
20,8732,599.768,0,333,333,0,0,1
21,8719,599.839,2,333,333,0,0,1
22,9169,599.831,2,333,333,0,0,1
23,8779,599.889,2,333,333,0,0,1
24,8938,599.542,1,2.5,1,0,0,1
25,8852,599.789,2,333,333,0,0,1
26,8791,599.9,4,333,333,0,0,1
27,8726,599.942,0,4.5,1,0.346129,0,1
28,8852,599.915,2,333,333,0,0,1
29,8756,599.953,4,333,333,0,0,1
0,8961,599.131,13,0,0,0.326634,0,10
1,8782,599.993,3,3.1,1,0,0,10
2,9300,599.956,2,6.8,1,0,0,10
3,8614,600.035,2,8.5,0.75,0.509891,0,10
4,8796,599.897,3,3.1,1,0,0,10
5,8895,599.976,12,0.4,1,0,0,10
6,9013,600.015,12,0.4,1,0,0,10
7,9432,599.948,12,0.4,1,0,0,10
8,8940,599.935,12,0.4,1,0,0,10
9,8675,599.972,13,0,0,0.326634,0,10
10,9056,599.953,2,9.4,1,0,0,10
11,9074,599.939,12,0.4,1,0,0,10
12,9230,599.924,12,0.4,1,0,0,10
13,8942,599.941,12,0.4,1,0,0,10
14,8905,599.962,12,0.4,1,0,0,10
15,9348,599.931,12,0.4,1,0,0,10
16,8790,599.928,13,0,0,0.326634,0,10
17,9643,599.959,12,0.4,1,0,0,10
18,8803,599.921,1,13.3,0.75,0.509891,0,10
19,9151,600.001,12,0.4,1,0,0,10
20,8718,599.951,13,0,0,0.326634,0,10
21,9128,599.894,12,0.4,1,0,0,10
22,9168,599.947,12,0.4,1,0,0,10
23,9134,599.942,12,0.4,1,0,0,10
24,8893,599.938,12,0.4,1,0,0,10
25,9346,599.937,12,0.4,1,0,0,10
26,9071,599.934,1,10.5,1,0,0,10
27,9363,599.997,12,0.4,1,0,0,10
28,9038,599.928,0,14.2,1,0,0,10
29,8932,599.881,4,2.7,1,0,0,10
0,8611,599.678,0,9.4,0.666667,0.509891,0,11
1,8817,599.895,6,0,0,0.326634,0,11
2,8893,599.882,6,0,0,0.326634,0,11
3,8559,599.974,0,9.4,0.666667,0.509891,0,11
4,9132,599.829,6,0,0,0.326634,0,11
5,8740,599.963,6,0.6,1,0,0,11
6,9033,599.911,4,1.5,1,0,0,11
7,9360,599.913,6,0.6,1,0,0,11
8,9090,599.854,2,5.2,1,0,0,11
9,8868,600.013,6,0.6,1,0,0,11
10,8845,599.833,2,2.4,1,0,0,11
11,8806,599.893,6,0,0,0.326634,0,11
12,9000,599.852,6,0.6,1,0,0,11
13,8787,599.827,6,0,0,0.326634,0,11
14,9033,599.917,4,1.5,1,0,0,11
15,8736,599.835,3,3.6,0.5,0.509891,0,11
16,8912,599.811,6,0,0,0.326634,0,11
17,9320,599.906,6,0.6,1,0,0,11
18,8895,599.837,6,0.6,1,0,0,11
19,9142,599.929,6,0.6,1,0,0,11
20,8960,600.002,6,0.6,1,0,0,11
21,8874,599.613,6,0,0,0.326634,0,11
22,8531,599.922,6,0,0,0.326634,0,11
23,8687,599.943,6,0,0,0.326634,0,11
24,9046,599.612,6,0,0,0.326634,0,11
25,9229,599.899,6,0.6,1,0,0,11
26,8967,599.978,6,0.6,1,0,0,11
27,8849,599.648,6,0,0,0.326634,0,11
28,8814,599.975,3,3.6,0.5,0.509891,0,11
29,9183,599.768,6,0.6,1,0,0,11
0,8684,599.576,2,5,0.666667,0.509891,0,12
1,8870,599.943,4,3,0.333333,0.509891,0,12
2,8757,599.976,5,3.2,0.666667,0.509891,0,12
3,8350,599.92,2,5.6,0.666667,0.49717,0,12
4,8777,600.005,5,3.2,0.666667,0.509891,0,12
5,8715,599.987,4,3,0.333333,0.509891,0,12
6,8599,599.946,3,4.6,0.666667,0,0,12
7,8879,599.944,7,0.6,0.333333,0.488066,0,12
8,8616,599.946,4,3,0.333333,0.509891,0,12
9,8546,599.931,4,3,0.333333,0.509891,0,12
10,8811,599.962,4,4.2,0.666667,0,0,12
11,8699,599.96,5,2,0.333333,0.466686,0,12
12,8804,600.02,5,3.2,0.666667,0.509891,0,12
13,8895,599.869,4,4.2,0.666667,0,0,12
14,8818,600.016,7,0.6,0.333333,0.488066,0,12
15,8736,599.887,2,5.6,0.666667,0.49717,0,12
16,8972,599.997,4,4.2,0.666667,0,0,12
17,8601,599.904,7,0.6,0.333333,0.488066,0,12
18,8764,600.003,5,3.2,0.666667,0.509891,0,12
19,8830,600.005,5,3.2,0.666667,0.509891,0,12
20,8734,599.903,0,10.5,1,0,0,12
21,8708,599.927,5,3.2,0.666667,0.509891,0,12
22,8574,599.944,4,3,0.333333,0.509891,0,12
23,8601,599.986,4,3,0.333333,0.509891,0,12
24,8722,599.87,4,3,0.333333,0.509891,0,12
25,8798,599.95,5,3.2,0.666667,0.509891,0,12
26,8601,599.975,4,3,0.333333,0.509891,0,12
27,8944,599.939,5,3.2,0.666667,0.509891,0,12
28,8639,599.945,7,0.6,0.333333,0.488066,0,12
29,8789,599.903,6,1.6,0.333333,0,0,12
0,8415,599.261,0,7,1,0,0,13
1,8571,599.956,7,5.3,0.666667,0.509891,0,13
2,8721,599.979,0,7,1,0,0,13
3,8538,599.943,2,5.5,1,0,0,13
4,8880,599.889,4,4,1,0,0,13
5,8651,599.981,2,15.9,0.8,0.509891,0,13
6,8710,599.998,6,2.5,1,0,0,13
7,8832,599.937,9,1.2,1,0,0,13
8,9156,599.978,2,5.5,1,0,0,13
9,8735,599.999,2,5.5,1,0,0,13
10,8833,599.901,8,2.1,1,0,0,13
11,8782,599.968,9,1.2,1,0,0,13
12,8642,599.998,12,1.3,1,0,0,13
13,8376,599.943,11,0.8,0.666667,0.488066,0,13
14,8923,599.957,6,2.5,1,0,0,13
15,8504,599.953,6,2.5,1,0,0,13
16,8756,599.974,3,7.1,1,0,0,13
17,8646,599.901,4,4,1,0,0,13
18,8914,600.004,5,7.9,0.75,0.509891,0,13
19,8664,599.946,8,2.1,1,0,0,13
20,8549,599.919,2,5.5,1,0,0,13
21,8650,599.925,2,5.5,1,0,0,13
22,8768,599.983,0,7,1,0,0,13
23,8937,599.95,2,5.5,1,0,0,13
24,8674,599.985,9,3.8,0.5,0.509891,0,13
25,8726,599.923,2,5.5,1,0,0,13
26,8570,599.93,7,5.3,0.666667,0.509891,0,13
27,8747,599.921,8,2.1,1,0,0,13
28,8695,599.986,3,7.1,1,0,0,13
29,8624,599.824,8,2.1,1,0,0,13
0,8986,599.549,12,3.4,1,0,0,14
1,8568,599.926,11,9.2,0.5,0.460538,0,14
2,8480,599.923,12,7.1,0.5,0.49717,0,14
3,8636,599.894,11,9.2,0.5,0.460538,0,14
4,8973,599.899,18,1.5,0.5,0.509891,0,14
5,8807,599.887,16,2,1,0,0,14
6,8378,599.915,12,7.1,0.5,0.49717,0,14
7,8779,599.926,11,5.5,0.666667,0.49717,0,14
8,8838,599.884,12,3.4,1,0,0,14
9,8572,599.801,14,2.9,0.5,0.49717,0,14
10,8630,599.942,5,14,0.75,0.49717,0,14
11,8687,599.926,9,6,1,0,0,14
12,8667,599.828,11,5.5,0.666667,0.49717,0,14
13,8645,599.752,14,2.9,0.5,0.49717,0,14
14,8550,599.845,14,2.9,0.5,0.49717,0,14
15,8560,599.99,7,10.2,0.6,0.49717,0,14
16,8440,599.824,8,8.1,0.75,0.49717,0,14
17,8917,599.915,16,2,1,0,0,14
18,8884,599.912,18,1.5,0.5,0.509891,0,14
19,8954,599.771,1,21.6,0.833333,0.49717,0,14
20,8907,599.636,20,1,0.5,0.488066,0,14
21,8604,599.665,14,2.9,0.5,0.49717,0,14
22,8644,599.771,8,8.1,0.75,0.49717,0,14
23,8327,599.911,15,3.4,0.5,0.509891,0,14
24,8705,599.569,2,13.3,0.833333,0.49717,0,14
25,8804,599.869,2,13.3,0.833333,0.49717,0,14
26,8406,599.951,1,20.1,1,0,0,14
27,8686,599.957,16,2.4,0.333333,0.509891,0,14
28,8578,599.911,11,5.5,0.666667,0.49717,0,14
29,8838,599.878,6,8.6,1,0,0,14
0,8808,599.63,11,1,1,inf,0,15
1,8849,599.946,4,333,333,0,0,15
2,8647,599.943,8,333,333,0,0,15
3,8289,599.915,5,7.4,0.5,-inf,0,15
4,8926,599.892,12,333,333,0,0,15
5,8750,599.915,4,333,333,0,0,15
6,8902,599.917,8,333,333,0,0,15
7,8651,599.909,9,333,333,0,0,15
8,8671,599.897,0,5.7,1,0,0,15
9,8950,599.787,12,333,333,0,0,15
10,8479,599.95,9,333,333,0,0,15
11,9005,599.89,6,2.7,1,0,0,15
12,8855,599.851,8,333,333,0,0,15
13,8610,599.909,6,2.7,1,0,0,15
14,8697,599.853,12,333,333,0,0,15
15,8782,599.928,3,4.2,1,0,0,15
16,8714,599.919,12,333,333,0,0,15
17,8652,599.885,8,333,333,0,0,15
18,8730,599.895,6,5.3,1,inf,0,15
19,8819,599.709,12,333,333,0,0,15
20,9275,599.951,8,333,333,0,0,15
21,9212,599.666,6,2.7,1,0,0,15
22,9035,599.929,12,333,333,0,0,15
23,9089,599.963,9,333,333,0,0,15
24,8902,599.59,9,333,333,0,0,15
25,8828,599.618,12,333,333,0,0,15
26,8861,599.973,12,333,333,0,0,15
27,8733,599.958,8,333,333,0,0,15
28,8832,599.946,12,333,333,0,0,15
29,8693,599.684,8,333,333,0,0,15
0,8535,599.976,12,10.2,1,0,0,16
1,8761,599.892,20,2.7,1,0,0,16
2,8630,599.867,22,8.7,0.666667,0.509891,0,16
3,8506,599.94,23,6.5,0.75,0.509891,0,16
4,8664,600.024,24,2.3,1,0,0,16
5,8667,599.924,24,2.3,1,0,0,16
6,8489,599.891,24,2.3,1,0,0,16
7,8668,599.902,12,5.7,1,0,0,16
8,8421,599.926,27,4,0.5,0.509891,0,16
9,8702,599.881,15,10.7,0.8,0.509891,0,16
10,8628,599.814,23,5.5,0.666667,0.509891,0,16
11,8297,599.905,6,28,0.666667,0.509891,0,16
12,8388,599.993,26,5,0.5,0.509891,0,16
13,8601,599.779,29,0.8,0.666667,0.488066,0,16
14,8768,599.992,23,5.5,0.666667,0.509891,0,16
15,8767,599.942,15,10.7,0.8,0.509891,0,16
16,8191,599.871,32,2.5,0.5,0.330901,0,16
17,8696,599.944,24,2.3,1,0,0,16
18,8638,599.862,20,2.7,1,0,0,16
19,8492,599.984,32,1.5,1,0,0,16
20,8620,599.759,28,1.9,1,0,0,16
21,8662,599.682,21,6.5,1,0,0,16
22,8615,599.93,12,26.9,0.8,0.509891,0,16
23,8715,599.846,24,2.3,1,0,0,16
24,8618,599.924,16,4.2,1,0,0,16
25,8570,599.879,19,8.1,0.75,0.509891,0,16
26,8533,599.89,12,10.2,1,0,0,16
27,8627,599.93,21,6.5,1,0,0,16
28,8575,599.801,24,2.3,1,0,0,16
29,8922,599.928,20,2.7,1,0,0,16
0,8884,599.121,12,3.2,1,0,0,17
1,8487,599.984,12,3.1,1,0,0,17
2,8600,599.934,11,7.4,0.666667,0.509891,0,17
