runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,3848,599.991,0,333,333,333,0,0
1,3795,599.94,5,333,333,0,0,0
2,3677,599.95,2,4.2,1,inf,0,0
3,3896,600.005,0,333,333,333,0,0
4,3922,599.908,0,333,333,333,0,0
5,3927,600.066,0,333,333,333,0,0
6,3832,599.891,0,333,333,333,0,0
7,3900,599.941,0,333,333,333,0,0
8,3866,599.95,0,333,333,333,0,0
9,3807,600.067,0,333,333,333,0,0
10,3809,599.869,0,333,333,333,0,0
11,3771,600.029,0,333,333,333,0,0
12,3912,599.929,0,333,333,333,0,0
13,3918,599.963,0,333,333,333,0,0
14,3706,599.932,0,333,333,333,0,0
15,3788,600.094,5,333,333,0,0,0
16,3852,599.946,0,333,333,333,0,0
17,3990,599.918,0,333,333,333,0,0
18,3788,600.044,0,333,333,333,0,0
19,3750,599.879,0,333,333,0,0,0
20,3766,600.008,0,333,333,333,0,0
21,3950,600.036,0,333,333,333,0,0
22,3797,599.867,2,333,333,0,0,0
23,3831,600.024,0,333,333,333,0,0
24,3904,599.963,0,333,333,333,0,0
25,3934,599.909,0,333,333,333,0,0
26,3836,600.091,0,333,333,333,0,0
27,3913,600.005,0,333,333,333,0,0
28,3901,599.884,0,333,333,333,0,0
29,3896,600.046,0,333,333,333,0,0
0,3797,600.068,0,333,333,333,0,1
1,3800,599.949,0,333,333,333,0,1
2,3856,599.922,0,333,333,333,0,1
3,3933,599.912,0,333,333,333,0,1
4,3868,600.006,0,333,333,333,0,1
5,4011,599.76,0,333,333,333,0,1
6,3979,600.072,0,333,333,333,0,1
7,3813,599.843,0,333,333,333,0,1
8,3768,600.037,0,333,333,333,0,1
9,3936,599.824,0,333,333,333,0,1
10,3980,600.104,0,333,333,333,0,1
11,3807,599.929,0,333,333,333,0,1
12,3883,599.872,0,333,333,333,0,1
13,3854,599.959,0,333,333,333,0,1
14,3734,600.042,0,333,333,333,0,1
15,3780,599.86,0,333,333,333,0,1
16,3728,599.945,0,333,333,333,0,1
17,3944,600.008,0,333,333,333,0,1
18,3756,599.341,0,333,333,333,0,1
19,3721,599.932,0,333,333,333,0,1
20,3824,599.878,0,333,333,333,0,1
21,3985,599.937,0,333,333,333,0,1
22,3900,599.851,0,333,333,333,0,1
23,3964,600.027,0,333,333,333,0,1
24,3954,599.905,0,333,333,333,0,1
25,3861,600.05,0,333,333,333,0,1
26,3742,599.851,0,333,333,333,0,1
27,3853,600.018,0,333,333,333,0,1
28,3767,599.863,0,333,333,333,0,1
29,3812,599.939,0,333,333,333,0,1
0,3900,599.692,0,333,333,333,0,10
1,3904,599.881,0,333,333,333,0,10
2,3845,599.894,0,333,333,333,0,10
3,4006,600.222,0,333,333,333,0,10
4,3920,599.804,0,333,333,333,0,10
5,3959,599.919,0,333,333,333,0,10
6,3949,599.982,0,333,333,333,0,10
7,3971,599.769,0,333,333,333,0,10
8,3944,600.332,0,333,333,333,0,10
9,4084,599.915,0,333,333,333,0,10
10,3951,599.849,0,333,333,333,0,10
11,3933,599.826,0,333,333,333,0,10
12,4099,599.906,0,333,333,333,0,10
13,3895,599.597,0,333,333,333,0,10
14,3772,599.966,0,333,333,333,0,10
15,3966,599.808,0,333,333,333,0,10
16,3886,600.33,0,333,333,333,0,10
17,3748,599.744,0,333,333,333,0,10
18,3927,599.845,0,333,333,333,0,10
19,3809,600.018,0,333,333,333,0,10
20,3830,599.698,0,333,333,333,0,10
21,3765,599.958,0,333,333,333,0,10
22,3894,599.664,0,333,333,333,0,10
23,3789,599.826,0,333,333,333,0,10
24,3929,599.873,0,333,333,333,0,10
25,3865,599.995,0,333,333,333,0,10
26,4009,599.766,0,333,333,333,0,10
27,3808,599.688,0,333,333,333,0,10
28,3919,599.781,0,333,333,333,0,10
29,3775,599.951,0,333,333,333,0,10
0,3864,599.966,0,333,333,333,0,11
1,3647,599.942,0,333,333,333,0,11
2,3775,599.915,0,333,333,333,0,11
3,3989,600.094,0,333,333,333,0,11
4,3735,600.045,0,333,333,333,0,11
5,3856,599.838,0,333,333,333,0,11
6,3787,599.954,0,333,333,333,0,11
7,3757,599.936,0,333,333,333,0,11
8,3975,599.645,0,333,333,333,0,11
9,3934,599.943,0,333,333,333,0,11
10,3797,600.011,0,333,333,333,0,11
11,3831,599.809,0,333,333,333,0,11
12,3743,599.836,0,333,333,333,0,11
13,3932,599.968,0,333,333,333,0,11
14,3725,599.842,0,333,333,333,0,11
15,3837,599.812,0,333,333,333,0,11
16,3795,599.902,0,333,333,333,0,11
17,3639,599.924,0,333,333,333,0,11
18,3658,599.913,0,333,333,333,0,11
19,3873,599.806,0,333,333,333,0,11
20,3795,599.72,0,333,333,333,0,11
21,3793,599.859,0,333,333,333,0,11
22,3836,599.847,0,333,333,333,0,11
23,3831,600.004,0,333,333,333,0,11
24,3762,599.867,0,333,333,333,0,11
25,3844,599.854,0,333,333,333,0,11
26,3726,600.03,0,333,333,333,0,11
27,3692,599.731,0,333,333,333,0,11
28,3708,599.885,0,333,333,333,0,11
29,3724,599.911,0,333,333,333,0,11
0,3979,599.367,0,333,333,333,0,12
1,3858,599.903,0,333,333,333,0,12
2,3870,599.962,0,333,333,333,0,12
3,4074,599.889,0,333,333,333,0,12
4,3842,600.015,0,333,333,333,0,12
5,3820,599.893,0,333,333,333,0,12
6,3975,599.924,0,333,333,333,0,12
7,4078,600.082,0,333,333,333,0,12
8,3722,600.253,0,333,333,333,0,12
9,3834,599.944,0,333,333,333,0,12
10,4095,599.866,0,333,333,333,0,12
11,3917,600.022,0,333,333,333,0,12
12,3903,599.827,0,333,333,333,0,12
13,3957,599.976,0,333,333,333,0,12
14,3824,599.768,0,84.1,1,0,0,12
15,3917,599.883,0,333,333,333,0,12
16,3942,600.018,0,333,333,333,0,12
17,3747,599.964,13,22.2,1,0,0,12
18,3766,599.893,28,20.3,1,inf,0,12
19,3832,599.686,0,333,333,333,0,12
20,4021,600.011,0,333,333,333,0,12
21,3864,599.764,0,333,333,333,0,12
22,3866,599.85,0,333,333,333,0,12
23,3789,600.079,0,333,333,333,0,12
24,3873,599.643,0,333,333,333,0,12
25,3860,599.979,0,333,333,333,0,12
26,3976,600.014,0,333,333,333,0,12
27,3870,599.738,0,333,333,333,0,12
28,3951,599.903,0,333,333,333,0,12
29,3777,599.811,57,333,333,0,0,12
0,3753,599.777,0,333,333,333,0,13
1,3898,600.062,0,333,333,333,0,13
2,3889,599.914,0,333,333,333,0,13
3,3851,600.232,0,333,333,333,0,13
4,3773,599.794,0,333,333,333,0,13
5,3826,599.821,0,333,333,333,0,13
6,4053,599.828,0,333,333,333,0,13
7,3812,599.784,0,333,333,333,0,13
8,3771,600.41,0,333,333,333,0,13
9,3855,599.819,0,333,333,333,0,13
10,3802,599.763,0,333,333,333,0,13
11,3815,599.752,0,333,333,333,0,13
12,3837,599.983,0,333,333,333,0,13
13,3853,599.903,0,333,333,333,0,13
14,3823,599.755,0,333,333,333,0,13
15,3954,599.722,0,333,333,333,0,13
16,3732,599.237,0,333,333,333,0,13
17,3950,599.836,0,333,333,333,0,13
18,3888,599.382,0,333,333,333,0,13
19,3913,599.894,0,333,333,333,0,13
20,3848,599.544,0,333,333,333,0,13
21,3751,599.837,0,333,333,333,0,13
22,3868,599.916,0,333,333,333,0,13
23,3811,599.648,0,333,333,333,0,13
24,3820,599.816,0,333,333,333,0,13
25,3860,599.549,0,333,333,333,0,13
26,3843,599.474,0,333,333,333,0,13
27,3971,599.813,0,333,333,333,0,13
28,3758,599.494,0,333,333,333,0,13
29,3839,599.909,0,333,333,333,0,13
0,3848,599.966,0,333,333,333,0,14
1,3829,599.987,0,333,333,333,0,14
2,3992,599.894,0,333,333,333,0,14
