runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5425,599.12,0,333,333,333,0,0
1,5342,599.889,0,333,333,333,0,0
2,5300,599.954,21,21.3,1,0,0,0
3,5341,599.94,12,40,1,0,0,0
4,5129,599.973,15,24.7,1,0,0,0
5,5299,599.965,16,34.2,1,0,0,0
6,5221,599.978,0,84.6,1,0,0,0
7,5346,599.97,40,333,333,0,0,0
8,5262,599.88,27,17.9,1,0,0,0
9,5362,600.008,0,333,333,333,0,0
10,5273,599.647,12,40,1,0,0,0
11,5291,600.028,45,7.7,1,0,0,0
12,5234,599.985,8,46.7,1,inf,0,0
13,5277,599.533,0,333,333,333,0,0
14,5324,599.961,0,333,333,333,0,0
15,5255,600.046,24,333,333,0,0,0
16,5281,599.951,32,333,333,0,0,0
17,5325,599.868,48,333,333,0,0,0
18,5310,599.982,72,333,333,0,0,0
19,5320,599.831,0,333,333,333,0,0
20,5340,600.029,32,333,333,0,0,0
21,5169,599.916,0,33.2,1,0,0,0
22,5290,599.929,14,37.1,1,0,0,0
23,5202,599.916,36,333,333,0,0,0
24,5275,599.848,32,333,333,0,0,0
25,5175,599.96,0,333,333,333,0,0
26,5305,599.933,36,12.8,1,0,0,0
27,5327,599.939,39,11.1,1,0,0,0
28,5427,599.959,18,23,1,0,0,0
29,5305,599.55,6,29.8,1,0,0,0
0,5552,599.862,0,27.5,1,0,0,1
1,5458,599.954,26,5.4,1,0,0,1
2,5422,599.92,24,7.1,1,0,0,1
3,5652,599.966,0,28.5,1,0,0,1
4,5477,599.986,0,32.6,1,0,0,1
5,5436,599.982,14,15.6,1,0,0,1
6,5481,599.929,33,5.4,1,0,0,1
7,5472,599.967,28,3.7,1,0,0,1
8,5644,600.013,30,3.1,1,0,0,1
9,5596,599.586,18,12.2,1,0,0,1
10,5435,600.039,24,12.9,0.666667,0.509891,0,1
11,5754,599.89,0,28.5,1,0,0,1
12,5380,600.01,33,10.4,0.8,0.534496,0,1
13,5779,600.029,22,8.8,1,0,0,1
14,5475,599.929,24,7.1,1,0,0,1
15,5435,599.978,20,10.5,1,0,0,1
16,5512,599.939,22,8.8,1,0,0,1
17,5622,599.912,18,12.2,1,0,0,1
18,5365,599.986,24,7.1,1,0,0,1
19,5507,599.829,24,7.1,1,0,0,1
20,5625,599.975,24,7.1,1,0,0,1
21,5606,599.797,26,5.4,1,0,0,1
22,5478,600.008,18,12.2,1,0,0,1
23,5467,600.005,10,40.2,0.9,0.509891,0,1
24,5381,599.93,18,12.2,1,0,0,1
25,5650,599.988,42,0.6,1,0,0,1
26,5423,599.896,0,20.3,1,0,0,1
27,5442,600.001,39,2.2,1,0,0,1
28,5422,599.869,22,8.8,1,0,0,1
29,5518,599.974,20,10.5,1,0,0,1
0,5481,600.044,27,19,1,0,0,10
1,5387,599.905,60,333,333,0,0,10
2,5307,599.953,36,10.5,1,0,0,10
3,5240,599.843,9,35.8,1,0,0,10
4,5237,599.967,46,15.6,1,inf,0,10
5,5385,599.983,59,4,1,inf,0,10
6,5496,599.783,70,333,333,0,0,10
7,5433,599.568,18,27.4,1,0,0,10
8,5470,599.757,60,333,333,0,0,10
9,5349,599.568,58,5,1,0.346129,0,10
10,5486,599.958,30,333,333,0,0,10
11,5626,599.517,50,333,333,0,0,10
12,5262,599.822,55,4.6,1,0.346129,0,10
13,5360,599.811,24,15.3,1,0,0,10
14,5394,599.857,40,8.9,1,0,0,10
15,5372,601.034,47,10,1,inf,0,10
16,5467,599.902,70,333,333,0,0,10
17,5195,599.942,30,28.4,1,inf,0,10
18,5363,599.893,40,8.9,1,0,0,10
19,5304,599.906,0,24.9,1,0,0,10
20,5402,599.835,60,333,333,0,0,10
21,5404,599.697,47,10,1,inf,0,10
22,5632,599.934,60,333,333,0,0,10
23,5303,599.789,60,10.9,1,0.346129,0,10
24,5429,599.856,55,333,333,0,0,10
25,5507,599.924,60,333,333,0,0,10
26,5452,599.777,50,333,333,0,0,10
27,5279,599.826,54,6.7,1,0.346129,0,10
28,5271,599.964,55,333,333,0,0,10
29,5357,599.838,49,7,1,inf,0,10
0,5451,600.036,16,62.9,0.9,0.509891,0,11
1,5475,599.991,0,333,333,333,0,11
2,5485,599.976,0,333,333,333,0,11
3,5419,599.925,25,14.3,1,0,0,11
4,5258,599.898,21,46.9,0.888889,0.509891,0,11
5,5194,599.977,34,11.9,0.875,0.509891,0,11
6,5422,600.052,35,10.9,1,0,0,11
7,5253,599.826,15,33.1,0.909091,0.509891,0,11
8,5289,600.012,0,333,333,333,0,11
9,5314,599.957,50,5.8,1,0,0,11
10,5249,599.742,8,34.6,0.923077,0.509891,0,11
11,5426,599.897,0,333,333,333,0,11
12,5341,599.927,15,17.7,1,0,0,11
13,5462,599.614,0,333,333,333,0,11
14,5279,599.925,69,0,0,0.326634,0,11
15,5495,599.913,25,14.3,1,0,0,11
16,5397,599.874,36,11,1,0,0,11
17,5434,599.937,0,333,333,333,0,11
18,5340,599.914,0,333,333,333,0,11
19,5296,599.908,0,333,333,333,0,11
20,5415,599.951,0,333,333,333,0,11
21,5287,599.883,55,4.1,1,0,0,11
22,5363,600.015,2,57.1,0.928571,0.509891,0,11
23,5285,599.958,34,11.9,0.875,0.509891,0,11
24,5529,599.858,35,10.9,1,0,0,11
25,5530,599.887,0,333,333,333,0,11
26,5393,600.034,0,333,333,333,0,11
