runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,3491,599.324,0,333,333,333,0,0
1,3473,600.265,0,333,333,333,0,0
2,3570,599.066,0,333,333,333,0,0
3,3546,600.024,0,333,333,333,0,0
4,3577,600.038,0,333,333,333,0,0
5,3524,601.119,0,333,333,333,0,0
6,3578,599.768,0,333,333,333,0,0
7,3521,600.557,0,333,333,333,0,0
8,3548,599.304,0,333,333,333,0,0
9,3596,599.807,0,333,333,333,0,0
10,3561,600.23,0,333,333,333,0,0
11,3561,600.147,0,333,333,333,0,0
12,3588,599.929,0,333,333,333,0,0
13,3568,599.404,0,333,333,333,0,0
14,3568,600.007,0,333,333,333,0,0
15,3552,599.682,0,333,333,333,0,0
16,3565,599.645,0,333,333,333,0,0
17,3596,599.872,0,333,333,333,0,0
18,3563,599.724,0,333,333,333,0,0
19,3536,599.692,0,333,333,333,0,0
20,3552,600.025,0,333,333,333,0,0
21,3532,599.835,0,333,333,333,0,0
22,3500,599.598,0,333,333,333,0,0
23,3581,599.596,0,333,333,333,0,0
24,3498,599.949,0,333,333,333,0,0
25,3561,600.152,0,333,333,333,0,0
26,3589,599.661,0,333,333,333,0,0
27,3601,599.898,0,333,333,333,0,0
28,3560,599.631,0,333,333,333,0,0
29,3480,599.975,0,333,333,333,0,0
0,3551,599.565,0,333,333,333,0,1
1,3495,600.484,0,333,333,333,0,1
2,3611,599.889,0,333,333,333,0,1
3,3538,599.674,0,333,333,333,0,1
4,3590,599.715,0,333,333,333,0,1
5,3549,599.969,0,333,333,333,0,1
6,3597,599.953,0,333,333,333,0,1
7,3585,599.178,0,333,333,333,0,1
8,3549,599.53,0,333,333,333,0,1
9,3589,599.881,0,333,333,333,0,1
10,3599,599.82,0,333,333,333,0,1
11,3577,599.83,0,333,333,333,0,1
12,3590,599.906,0,333,333,333,0,1
13,3547,599.74,0,333,333,333,0,1
14,3614,599.835,0,333,333,333,0,1
15,3576,599.843,0,333,333,333,0,1
16,3591,599.987,0,333,333,333,0,1
17,3588,599.939,0,333,333,333,0,1
18,3598,599.648,0,333,333,333,0,1
19,3580,600.012,0,333,333,333,0,1
20,3608,599.932,0,333,333,333,0,1
21,3550,599.872,0,333,333,333,0,1
22,3551,599.913,0,333,333,333,0,1
23,3603,599.717,0,333,333,333,0,1
24,3536,599.893,0,333,333,333,0,1
25,3600,599.873,0,333,333,333,0,1
26,3578,599.947,0,333,333,333,0,1
27,3589,599.765,0,333,333,333,0,1
28,3608,599.868,0,333,333,333,0,1
29,3571,600.362,0,333,333,333,0,1
0,3563,600.058,0,333,333,333,0,10
1,3534,599.653,0,333,333,333,0,10
2,3578,599.485,0,333,333,333,0,10
3,3581,599.455,0,333,333,333,0,10
4,3643,600.005,0,333,333,333,0,10
5,3592,600.912,0,333,333,333,0,10
6,3632,599.606,0,333,333,333,0,10
7,3649,600.166,0,333,333,333,0,10
8,3575,599.431,0,333,333,333,0,10
9,3594,599.595,0,333,333,333,0,10
10,3587,600.312,0,333,333,333,0,10
11,3596,600.068,0,333,333,333,0,10
12,3631,600.047,0,333,333,333,0,10
13,3609,599.664,0,333,333,333,0,10
14,3649,599.592,0,333,333,333,0,10
15,3611,600.149,0,333,333,333,0,10
16,3564,599.794,0,333,333,333,0,10
17,3611,599.688,0,333,333,333,0,10
18,3618,599.664,0,333,333,333,0,10
19,3747,599.91,0,333,333,333,0,10
20,3594,599.731,0,333,333,333,0,10
21,3576,599.688,0,333,333,333,0,10
22,3550,599.433,0,333,333,333,0,10
23,3581,599.611,0,333,333,333,0,10
24,3566,599.845,0,333,333,333,0,10
25,3611,599.603,0,333,333,333,0,10
26,3631,599.787,0,333,333,333,0,10
27,3609,599.594,0,333,333,333,0,10
28,3564,599.669,0,333,333,333,0,10
29,3545,601.057,0,333,333,333,0,10
0,3555,600.178,0,333,333,333,0,11
1,3541,600.024,0,333,333,333,0,11
2,3573,599.52,0,333,333,333,0,11
3,3616,599.85,0,333,333,333,0,11
4,3591,599.666,0,333,333,333,0,11
5,3588,600.034,0,333,333,333,0,11
6,3617,599.708,0,333,333,333,0,11
7,3624,600.004,0,333,333,333,0,11
8,3573,599.558,0,333,333,333,0,11
9,3584,599.497,0,333,333,333,0,11
10,3575,599.959,0,333,333,333,0,11
11,3583,599.556,0,333,333,333,0,11
12,3578,599.702,0,333,333,333,0,11
13,3606,599.574,0,333,333,333,0,11
14,3624,599.769,0,333,333,333,0,11
15,3622,599.992,0,333,333,333,0,11
16,3595,599.524,0,333,333,333,0,11
17,3630,600.114,0,333,333,333,0,11
18,3565,599.614,0,333,333,333,0,11
19,3586,599.79,0,333,333,333,0,11
20,3594,599.523,0,333,333,333,0,11
21,3620,599.546,0,333,333,333,0,11
22,3560,599.715,0,333,333,333,0,11
23,3609,600.331,0,333,333,333,0,11
24,3527,599.442,0,333,333,333,0,11
25,3597,600.13,0,333,333,333,0,11
26,3610,600,0,333,333,333,0,11
27,3576,599.739,0,333,333,333,0,11
28,3572,599.535,0,333,333,333,0,11
29,3561,600.089,0,333,333,333,0,11
0,3545,600.027,0,333,333,333,0,12
1,3509,599.562,0,333,333,333,0,12
2,3564,600.487,0,333,333,333,0,12
3,3578,599.765,0,333,333,333,0,12
4,3543,599.821,0,333,333,333,0,12
5,3526,599.966,0,333,333,333,0,12
6,3593,599.906,0,333,333,333,0,12
7,3588,599.547,0,333,333,333,0,12
8,3574,599.366,0,333,333,333,0,12
9,3612,599.787,0,333,333,333,0,12
10,3559,600.218,0,333,333,333,0,12
11,3635,599.712,0,333,333,333,0,12
12,3578,599.812,0,333,333,333,0,12
13,3578,599.749,0,333,333,333,0,12
14,3594,599.8,0,333,333,333,0,12
15,3596,599.844,0,333,333,333,0,12
16,3581,599.833,0,333,333,333,0,12
17,3573,599.694,0,333,333,333,0,12
18,3611,599.609,0,333,333,333,0,12
19,3600,599.723,0,333,333,333,0,12
20,3565,599.819,0,333,333,333,0,12
21,3564,599.72,0,333,333,333,0,12
22,3554,599.985,0,333,333,333,0,12
23,3596,600.004,0,333,333,333,0,12
24,3530,599.762,0,333,333,333,0,12
25,3564,599.437,0,333,333,333,0,12
26,3601,600.089,0,333,333,333,0,12
27,3592,599.559,0,333,333,333,0,12
28,3523,599.706,0,333,333,333,0,12
29,3590,599.76,0,333,333,333,0,12
0,3535,599.707,0,333,333,333,0,13
1,3500,599.713,0,333,333,333,0,13
2,3636,599.38,0,333,333,333,0,13
3,3643,599.856,0,333,333,333,0,13
4,3618,599.688,0,333,333,333,0,13
5,3640,600.214,0,333,333,333,0,13
6,3689,599.567,0,333,333,333,0,13
7,3683,600.218,0,333,333,333,0,13
8,3580,599.835,0,333,333,333,0,13
9,3594,599.506,0,333,333,333,0,13
10,3586,599.7,0,333,333,333,0,13
11,3580,599.875,0,333,333,333,0,13
12,3618,599.627,0,333,333,333,0,13
13,3624,599.763,0,333,333,333,0,13
14,3591,599.427,0,333,333,333,0,13
15,3616,599.924,0,333,333,333,0,13
