runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,5535,599.852,6,2.6,1,0,0,0
1,5772,599.948,6,4.2,1,0,0,0
2,5669,599.908,3,7.2,0.666667,0.509891,0,0
3,5472,599.919,8,1.6,0.5,0.509891,0,0
4,5695,599.921,6,4.2,1,0,0,0
5,5413,599.881,6,4.2,1,0,0,0
6,5443,599.801,2,8.8,0.666667,0.509891,0,0
7,5747,600.001,9,0.6,1,0,0,0
8,5761,599.961,6,4.2,1,0,0,0
9,5469,599.726,6,4.2,1,0,0,0
10,5614,599.669,6,4.2,1,0,0,0
11,5539,599.861,9,0.6,1,0,0,0
12,5754,599.942,6,4.2,1,0,0,0
13,5764,599.923,9,0.6,1,0,0,0
14,5681,599.914,6,3.6,0.5,0.509891,0,0
15,5692,599.994,3,7.2,0.666667,0.509891,0,0
16,5607,599.803,9,0.6,1,0,0,0
17,5632,600.001,6,3.6,0.5,0.509891,0,0
18,5764,599.784,9,0.6,1,0,0,0
19,5699,599.911,9,0.6,1,0,0,0
20,5675,599.593,8,1.6,0.5,0.509891,0,0
21,5491,599.848,3,7.2,0.666667,0.509891,0,0
22,5920,599.97,6,3.6,0.5,0.509891,0,0
23,5998,599.856,2,8.8,0.666667,0.509891,0,0
24,5650,600.006,8,1,0.333333,0.349763,0,0
25,5679,599.751,3,7.2,0.666667,0.509891,0,0
26,5482,599.799,0,11.4,1,0,0,0
27,5780,599.935,6,4.2,1,0,0,0
28,5833,600.581,6,4.2,1,0,0,0
29,5625,599.968,9,0.6,1,0,0,0
0,5666,599.905,2,333,333,0,0,1
1,5688,599.994,2,333,333,0,0,1
2,5729,599.993,3,333,333,0,0,1
3,5525,599.898,0,333,333,0,0,1
4,5657,599.969,3,333,333,0,0,1
5,5579,600.001,0,5.4,1,0,0,1
6,5951,600.018,0,333,333,333,0,1
7,5543,599.936,2,333,333,0,0,1
8,5442,600.015,2,333,333,0,0,1
9,5660,599.884,1,333,333,0,0,1
10,5893,599.986,0,333,333,333,0,1
11,5368,599.93,0,333,333,0,0,1
12,5423,600.005,2,333,333,0,0,1
13,5558,599.934,0,7,1,0,0,1
14,5503,600.029,3,333,333,0,0,1
15,5952,599.969,0,333,333,333,0,1
16,5491,600.002,0,333,333,0,0,1
17,5624,599.867,0,333,333,333,0,1
18,5630,600.025,3,333,333,0,0,1
19,5570,599.943,0,4,1,inf,0,1
20,5552,599.982,1,333,333,0,0,1
21,5622,599.955,3,333,333,0,0,1
22,5694,599.978,1,333,333,0,0,1
23,5592,599.891,1,333,333,0,0,1
24,5425,600.056,2,333,333,0,0,1
25,5662,599.969,2,333,333,0,0,1
26,5627,599.935,0,333,333,333,0,1
27,5422,599.918,3,333,333,0,0,1
28,5553,600.065,3,333,333,0,0,1
29,5878,599.81,0,333,333,333,0,1
0,5609,599.422,21,333,333,0,0,10
1,5553,599.948,12,333,333,0,0,10
2,5798,600.041,21,333,333,0,0,10
3,5962,599.968,0,333,333,333,0,10
4,5705,599.931,0,26.3,1,0,0,10
5,5361,600.032,12,333,333,0,0,10
6,5833,599.921,21,333,333,0,0,10
7,5666,599.991,18,333,333,0,0,10
8,5609,599.973,18,333,333,0,0,10
9,5693,599.911,11,9.2,1,0.346129,0,10
10,5612,600.075,18,333,333,0,0,10
11,5472,599.966,12,333,333,0,0,10
12,5981,599.939,0,333,333,333,0,10
13,5495,600.016,12,333,333,0,0,10
14,5645,599.858,18,333,333,0,0,10
15,5716,599.992,12,333,333,0,0,10
16,5506,599.941,21,333,333,0,0,10
17,5601,600.027,12,333,333,0,0,10
18,5486,599.89,15,333,333,0,0,10
19,5544,600.035,12,333,333,0,0,10
20,5454,599.963,4,15.8,1,inf,0,10
21,5684,600.007,12,333,333,0,0,10
22,5444,599.973,18,333,333,0,0,10
23,5576,599.947,18,333,333,0,0,10
24,5676,599.993,12,333,333,0,0,10
25,5531,599.772,12,333,333,0,0,10
26,5683,599.914,12,333,333,0,0,10
27,5782,599.94,18,333,333,0,0,10
28,5830,599.964,18,333,333,0,0,10
29,5589,599.912,18,333,333,0,0,10
0,5611,599.066,3,8.6,1,0,0,11
1,6041,599.989,0,333,333,333,0,11
2,5612,599.99,14,333,333,0,0,11
3,5413,599.988,0,333,333,333,0,11
4,5641,600.002,4,7,1,0,0,11
5,5438,599.949,5,5.4,1,0,0,11
6,5331,599.915,0,13.4,1,0,0,11
7,6004,599.941,0,333,333,333,0,11
8,5496,600.034,12,333,333,0,0,11
9,6128,599.911,6,3.8,1,0,0,11
10,5291,600.045,2,10.2,1,0,0,11
11,5386,599.955,6,3.8,1,0,0,11
12,6027,599.961,14,333,333,0,0,11
13,5300,599.932,12,2,1,inf,0,11
14,5436,599.933,11,2.5,1,0.346129,0,11
15,5400,599.974,8,5,1,0.346129,0,11
16,5927,599.967,0,333,333,333,0,11
17,5749,599.96,0,333,333,333,0,11
18,5683,599.986,5,5.4,1,0,0,11
19,5415,599.954,2,10.2,1,0,0,11
20,5868,599.949,0,333,333,333,0,11
21,5602,599.982,0,12.8,1,0,0,11
22,5743,599.958,5,5.4,1,0,0,11
23,6228,599.991,0,333,333,333,0,11
24,5918,599.934,4,7,1,0,0,11
25,5570,599.886,4,7,1,0,0,11
26,5887,600.05,5,5.4,1,0,0,11
27,5359,599.902,5,5.4,1,0,0,11
28,5526,600.056,5,5.4,1,0,0,11
29,5403,599.82,5,5.4,1,0,0,11
0,6192,599.945,27,3.8,1,0,0,12
1,5617,599.823,3,25,1,0,0,12
2,5545,599.773,8,19.5,1,0,0,12
3,5750,599.835,27,3.8,1,0,0,12
4,5505,599.883,0,30.3,1,0,0,12
5,5708,599.764,0,333,333,333,0,12
6,5464,599.785,28,3.2,0.666667,0.509891,0,12
7,5242,600.02,16,13.6,0.857143,0.509891,0,12
8,5624,599.751,11,16.2,0.857143,0.509891,0,12
9,5552,599.944,8,27.6,0.875,0.509891,0,12
