runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,13952,599.06,0,-14,-0.25,0,0,0
1,13974,599.991,0,-14,-0.25,0,0,0
2,13890,599.957,0,-14,-0.25,0,0,0
3,13767,599.976,0,-14,-0.25,0,0,0
4,14165,600.011,0,-14,-0.25,0,0,0
5,13749,599.976,0,-14,-0.25,0,0,0
6,14098,599.981,0,-14,-0.25,0,0,0
7,13671,599.988,0,-14,-0.25,0,0,0
8,14058,599.972,0,-14,-0.25,0,0,0
9,14071,599.973,0,-14,-0.25,0,0,0
10,13770,600.002,0,-14,-0.25,0,0,0
11,14587,599.963,0,-14,-0.25,0,0,0
12,13766,599.95,0,-14,-0.25,0,0,0
13,14202,599.977,0,-14,-0.25,0,0,0
14,14134,599.989,0,-14,-0.25,0,0,0
15,14086,599.99,0,-14,-0.25,0,0,0
16,14049,599.937,0,-14,-0.25,0,0,0
17,14540,599.989,0,-14,-0.25,0,0,0
18,14553,599.937,0,-14,-0.25,0,0,0
19,14870,600.004,0,-14,-0.25,0,0,0
20,14157,599.956,0,-14,-0.25,0,0,0
21,14062,599.932,0,-14,-0.25,0,0,0
22,13887,599.96,0,-14,-0.25,0,0,0
23,14349,599.952,0,-14,-0.25,0,0,0
24,13608,599.978,0,-14,-0.25,0,0,0
25,13821,599.99,0,-14,-0.25,0,0,0
26,14400,599.948,0,-14,-0.25,0,0,0
27,14035,599.963,0,-14,-0.25,0,0,0
28,14455,599.947,0,-14,-0.25,0,0,0
29,13934,599.97,0,-14,-0.25,0,0,0
0,13818,599.045,0,-9.2,0,0.326634,0,1
1,13198,599.968,0,-9.2,0,0.326634,0,1
2,13265,599.943,0,-9.2,0,0.326634,0,1
3,13266,599.981,0,-9.2,0,0.326634,0,1
4,13219,600.041,0,-9.2,0,0.326634,0,1
5,13224,599.946,0,-9.2,0,0.326634,0,1
6,13201,599.959,0,-9.2,0,0.326634,0,1
7,13027,599.961,0,-9.2,0,0.326634,0,1
8,13333,599.978,0,-9.2,0,0.326634,0,1
9,13265,599.95,0,-9.2,0,0.326634,0,1
10,13182,599.934,0,-9.2,0,0.326634,0,1
11,13144,599.968,0,-9.2,0,0.326634,0,1
12,13550,600.032,0,-9.2,0,0.326634,0,1
13,13320,599.957,0,-9.2,0,0.326634,0,1
14,13390,599.896,0,-9.2,0,0.326634,0,1
15,12903,599.914,0,-9.2,0,0.326634,0,1
16,13240,599.929,0,-9.2,0,0.326634,0,1
17,13080,599.984,0,-9.2,0,0.326634,0,1
18,13263,599.949,0,-9.2,0,0.326634,0,1
19,13105,599.974,0,-9.2,0,0.326634,0,1
20,13329,599.919,0,-9.2,0,0.326634,0,1
21,13152,599.98,0,-9.2,0,0.326634,0,1
22,13143,599.897,0,-9.2,0,0.326634,0,1
