runNumber,genCount,elapsedTime,unaryHyperVol,binaryHyperVol,additiveEps,entropy,swInst,chInst
0,7889,599.344,21,333,333,0,0,0
1,7665,599.98,18,3,1,inf,0,0
2,7539,599.973,8,6.5,1,0,0,0
3,7682,599.955,21,333,333,0,0,0
4,7685,599.981,10,8.2,1,inf,0,0
5,7192,599.976,0,12.5,1,0,0,0
6,7727,600.012,12,333,333,0,0,0
7,7684,599.959,18,3,1,inf,0,0
8,7504,599.987,17,4,0.5,-inf,0,0
9,7526,599.954,18,3,1,inf,0,0
10,7605,599.933,15,6.6,1,0.346129,0,0
11,7521,599.967,18,3,1,inf,0,0
12,7912,599.992,18,333,333,0,0,0
13,7460,599.962,8,11.9,1,inf,0,0
14,7423,599.995,20,1,1,inf,0,0
15,7607,599.886,18,3,1,inf,0,0
16,7598,600.013,18,3,1,inf,0,0
17,7642,599.982,20,1,1,inf,0,0
18,7767,599.916,14,333,333,0,0,0
19,7681,600.032,15,6.6,1,0.346129,0,0
20,7926,599.943,18,333,333,0,0,0
21,7631,599.96,15,333,333,0,0,0
22,7778,599.927,10,8.2,1,inf,0,0
23,7420,600.024,18,333,333,0,0,0
24,7606,599.952,18,3,1,inf,0,0
25,7476,599.981,12,3.5,1,0,0,0
26,7543,599.984,20,1,1,inf,0,0
27,7716,600.003,20,1,1,inf,0,0
28,7484,599.921,20,1,1,inf,0,0
29,7516,599.917,21,333,333,0,0,0
0,7735,599.683,30,333,333,0,0,1
1,7536,599.947,27,333,333,0,0,1
2,7307,599.942,3,333,333,0,0,1
3,7576,599.965,27,333,333,0,0,1
4,7446,599.949,8,11.8,1,0,0,1
5,7549,599.853,12,8.6,1,0,0,1
6,7293,599.917,18,7.5,1,0.346129,0,1
7,7562,599.903,24,333,333,0,0,1
8,7612,599.943,27,333,333,0,0,1
9,7489,599.946,27,333,333,0,0,1
10,7236,599.922,18,333,333,0,0,1
11,7520,599.891,2,26.8,1,0,0,1
12,7387,599.943,12,333,333,0,0,1
13,7445,599.95,29,1,1,inf,0,1
14,7349,599.83,0,32.4,1,0,0,1
15,7251,599.983,27,333,333,0,0,1
16,7490,599.921,24,333,333,0,0,1
17,7337,599.989,6,13.4,1,0,0,1
18,7684,599.934,27,333,333,0,0,1
19,7290,599.901,8,11.8,1,0,0,1
20,7599,599.702,30,333,333,0,0,1
21,7332,599.877,0,34.6,1,0,0,1
22,7834,599.961,30,333,333,0,0,1
23,7293,599.819,27,333,333,0,0,1
24,7428,599.756,18,333,333,0,0,1
25,7362,599.852,21,333,333,0,0,1
26,7343,599.898,24,333,333,0,0,1
27,7415,599.866,30,333,333,0,0,1
28,7671,599.959,14,7,1,0,0,1
29,7325,599.933,24,6.7,1,0.346129,0,1
0,7583,599.401,24,0.6,1,0,0,12
1,7381,599.932,21,4,0.666667,0.488066,0,12
2,7617,599.98,13,10.4,0.8,0.509891,0,12
3,7629,599.908,8,13.5,1,0,0,12
4,7767,599.973,21,3.2,1,0,0,12
5,7637,599.875,15,8.4,1,0,0,12
6,7583,600.038,3,18.8,1,0,0,12
7,7556,599.945,4,18.9,1,0,0,12
8,7609,599.886,17,7.2,0.75,0.509891,0,12
9,7705,599.944,8,13.5,1,0,0,12
10,7686,599.863,24,0.6,1,0,0,12
11,7245,599.98,16,8.6,0.8,0.509891,0,12
12,7629,599.973,22,2.6,0.5,0.509891,0,12
13,7448,599.796,12,11,1,0,0,12
14,7179,599.967,2,21.6,1,0,0,12
15,7481,599.91,8,13.5,1,0,0,12
16,7711,599.788,9,13.6,1,0,0,12
17,7615,599.961,13,9,0.75,0.509891,0,12
18,7592,599.925,0,24.3,1,0,0,12
19,7565,599.927,17,7.2,0.75,0.509891,0,12
20,7523,599.951,12,11,1,0,0,12
21,7544,599.833,17,7.2,0.75,0.509891,0,12
22,7757,599.778,21,3.2,1,0,0,12
23,7485,599.708,24,0.6,1,0,0,12
24,7646,599.846,19,5.2,0.666667,0.509891,0,12
25,7398,599.944,0,20,1,0,0,12
26,7756,599.869,12,8.1,1,0,0,12
27,7808,599.966,15,8.4,1,0,0,12
28,7348,599.722,21,3.2,1,0,0,12
29,7639,600.057,9,13.6,1,0,0,12
0,7826,599.246,6,8,1,0,0,13
1,7630,599.891,12,6.5,0.833333,0.509891,0,13
2,7889,599.976,8,7.5,1,0,0,13
3,7880,599.898,8,7.5,1,0,0,13
4,7780,599.955,8,7.5,1,0,0,13
5,7615,599.897,4,10.7,1,0,0,13
6,7947,599.919,2,20,1,0,0,13
7,7680,599.94,0,13.3,1,0,0,13
8,7590,599.912,4,10.7,1,0,0,13
9,7765,600.007,16,2.2,1,0,0,13
10,7582,599.97,12,6.5,0.833333,0.509891,0,13
11,7384,599.903,6,9.1,1,0,0,13
12,7451,600.009,0,33.7,0.875,0.509891,0,13
13,7547,599.839,12,5,1,0,0,13
14,7514,600.001,10,5.9,1,0,0,13
15,7610,599.953,9,6.5,1,0,0,13
16,7876,599.807,12,4.3,1,0,0,13
17,7767,599.887,21,0.5,1,0,0,13
18,7749,599.919,8,7.5,1,0,0,13
19,8123,599.931,6,9.1,1,0,0,13
20,7656,599.884,0,11,1,0,0,13
21,7769,599.9,16,4,0.75,0.509891,0,13
22,7943,599.946,12,4.3,1,0,0,13
23,7166,599.77,1,22.8,1,0,0,13
24,7619,599.952,4,10.7,1,0,0,13
25,7616,599.874,6,9.1,1,0,0,13
26,7417,599.959,17,5.6,0.666667,0.534496,0,13
27,7772,599.883,5,11.6,1,0,0,13
28,7853,599.812,2,20,1,0,0,13
29,7748,599.959,6,9.1,1,0,0,13
0,7764,599.962,0,17.6,1,0,0,14
1,7757,599.927,16,8.5,1,0,0,14
2,7963,599.939,32,2.5,1,0,0,14
3,7798,600.013,28,4,1,0,0,14
4,7682,599.905,24,5.5,1,0,0,14
5,7595,599.921,16,8.5,1,0,0,14
6,7660,599.884,35,2,0.666667,0.509891,0,14
7,7849,599.851,41,1,0.333333,0.488066,0,14
8,7548,599.923,24,4.8,1,0,0,14
9,7862,599.917,24,5.5,1,0,0,14
10,7751,599.91,9,12.8,1,0,0,14
11,7618,600.022,18,8,1,0,0,14
12,7679,599.957,9,12.8,1,0,0,14
13,7269,599.731,23,10.2,0.75,0.509891,0,14
14,7884,599.854,16,8.5,1,0,0,14
15,7848,599.841,8,21.6,1,0,0,14
16,7751,599.831,28,4,1,0,0,14
17,7641,599.82,18,8,1,0,0,14
18,7698,599.888,36,1,1,0,0,14
19,7603,600.001,38,1.5,0.333333,0.509891,0,14
20,7815,599.658,15,28.6,0.833333,0.509891,0,14
21,7830,599.752,27,5,0.8,0.509891,0,14
22,7737,599.879,3,16,1,0,0,14
23,8013,600.002,28,4,1,0,0,14
24,7887,599.763,28,4,1,0,0,14
25,7712,599.944,14,13.2,1,0,0,14
26,7564,599.682,2,40.4,0.818182,0.509891,0,14
27,7638,599.865,15,28.6,0.833333,0.509891,0,14
28,8298,599.975,12,10,1,0,0,14
29,8019,599.731,32,2.5,1,0,0,14
0,7858,599.511,18,6.4,1,0,0,16
1,7484,599.879,18,6.4,1,0,0,16
2,7578,599.979,18,6.4,1,0,0,16
3,7753,599.952,20,2.7,1,0,0,16
4,7194,599.915,8,24.9,1,0,0,16
5,7591,599.898,14,13.8,1,0,0,16
6,7423,599.868,5,22.6,0.833333,0.509891,0,16
7,7715,599.9,18,6.4,1,0,0,16
8,7883,599.956,18,6.4,1,0,0,16
9,7844,599.988,8,12.4,1,0,0,16
10,7588,599.878,18,6.4,1,0,0,16
11,7464,599.957,7,15,0.75,0.509891,0,16
12,7811,599.932,20,2.7,1,0,0,16
13,7870,599.907,14,13.8,1,0,0,16
14,7779,599.921,4,32.3,1,0,0,16
15,7811,599.943,18,6.4,1,0,0,16
16,7705,599.913,6,20,1,0,0,16
17,7272,599.997,0,42.8,1,0,0,16
18,8014,599.909,18,6.4,1,0,0,16
19,7980,599.903,30,0.6,1,0,0,16
20,7674,599.887,14,13.8,1,0,0,16
21,7855,599.958,20,2.7,1,0,0,16
22,7619,599.918,20,2.7,1,0,0,16
23,7650,599.674,30,0.6,1,0,0,16
24,7552,599.968,30,0,0,0.326634,0,16
25,7388,600.014,4,27.6,1,0,0,16
26,7742,599.783,18,6.4,1,0,0,16
27,7575,599.851,18,6.4,1,0,0,16
28,7452,599.929,14,13.8,1,0,0,16
29,7819,599.984,18,6.4,1,0,0,16
0,7729,599.083,24,333,333,0,0,17
1,7727,599.954,6,12,1,0,0,17
2,7343,599.977,3,13.6,1,0,0,17
3,7659,599.973,32,333,333,0,0,17
4,7970,599.868,28,333,333,0,0,17
5,7554,599.954,9,10.4,1,0,0,17
