runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8709,600.027,1,261,34,1,0
1,8785,599.921,1,270,12,1,0
2,8887,599.988,1,261,34,1,0
3,8490,600.006,1,216,46.5,1,0
4,9022,599.952,1,270,12,1,0
5,8824,599.976,1,270,12,1,0
6,8711,600.023,1,260,12.3333,1,0
7,8383,599.92,1,184,46.8333,1,0
8,8583,600.036,1,270,12,1,0
9,8739,599.914,1,270,12,1,0
10,8704,599.996,1,261,34,1,0
11,8598,599.963,1,261,34,1,0
12,8652,599.923,1,270,12,1,0
13,8567,600.009,1,261,34,1,0
14,8539,599.98,2,269,8.33333,0.666667,0.509891
15,8561,600.004,1,216,46.6,1,0
16,8713,599.931,1,270,12,1,0
17,8569,599.979,1,260,12.3333,1,0
18,8921,599.965,1,261,34,1,0
19,8793,600.011,1,270,12,1,0
20,8671,599.901,1,260,12.3333,1,0
21,8501,600.025,1,216,46.5,1,0
22,8894,599.988,1,260,12.3333,1,0
23,8661,599.931,1,260,12.3333,1,0
24,8934,599.992,1,270,12,1,0
25,8668,599.993,2,287,0.333333,0.333333,0.488066
26,8694,599.887,1,270,12,1,0
27,8505,600.029,1,260,12.3333,1,0
28,8425,599.915,2,219,15.4,0.857143,0.509891
29,8523,599.978,2,286,0.5,0.5,0.488066
,,,288,,,
