runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8656,599.992,1,364,333,333,0
1,8545,599.981,2,322,25.5,1,inf
2,9020,599.985,1,351,333,333,0
3,8854,600.014,1,364,333,333,0
4,9163,599.972,1,364,333,333,0
5,8800,599.89,1,377,333,333,0
6,9032,599.951,1,364,333,333,0
7,9053,600.013,1,351,333,333,0
8,8595,599.991,2,375,1,1,inf
9,8871,599.961,1,351,333,333,0
10,8723,599.924,1,364,333,333,0
11,8866,600.04,1,377,333,333,0
12,8624,599.995,2,362,8.5,1,0.346129
13,8710,599.941,1,364,333,333,0
14,8882,600.021,1,351,333,333,0
15,8812,599.948,1,364,333,333,0
16,8637,599.965,3,332,15.9167,0.666667,-inf
17,8951,599.978,1,364,333,333,0
18,8643,599.929,1,275,50,1,0
19,9089,600.041,1,377,333,333,0
20,8871,599.945,1,364,333,333,0
21,8845,599.988,1,364,333,333,0
22,8640,599.896,2,322,25.5,1,inf
23,8521,599.968,2,334,23,1,0.346129
24,8923,599.973,1,351,333,333,0
25,8945,599.941,1,351,333,333,0
26,9060,599.958,1,351,333,333,0
27,8801,600.004,1,364,333,333,0
28,8994,599.974,1,377,333,333,0
29,8652,599.951,1,364,333,333,0
,,,377,,,
