runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5507,599.864,0,0,333,333,333
1,5635,599.926,0,0,333,333,333
2,5145,599.944,2,6,29.0152,0.909091,0.509891
3,5344,599.946,0,0,333,333,333
4,5419,599.924,0,0,333,333,333
5,5756,600,0,0,333,333,333
6,5619,599.852,0,0,333,333,333
7,6116,599.961,0,0,333,333,333
8,5622,599.904,0,0,333,333,333
9,5898,599.889,0,0,333,333,333
10,5652,599.917,0,0,333,333,333
11,16370,975.868,0,0,333,333,333
12,5582,606.827,0,0,333,333,333
13,5735,599.876,0,0,333,333,333
14,5421,600.007,0,0,333,333,333
15,5603,599.985,0,0,333,333,333
16,5375,599.983,0,0,333,333,333
17,5855,599.98,0,0,333,333,333
18,5889,599.932,0,0,333,333,333
19,5772,599.98,0,0,333,333,333
20,5436,599.987,0,0,333,333,333
21,5771,599.939,0,0,333,333,333
22,5412,599.885,0,0,333,333,333
23,5547,600.007,0,0,333,333,333
24,5926,599.962,0,0,333,333,333
25,5655,599.944,2,37,6.64706,0.882353,0.509891
26,5546,599.913,0,0,333,333,333
27,5537,600.09,0,0,333,333,333
28,5621,599.837,0,0,333,333,333
29,5884,599.995,0,0,333,333,333
,,,108,,,
