runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3894,599.848,0,0,333,333,333
1,3820,599.892,0,0,333,333,333
2,3987,599.926,0,0,333,333,333
3,4010,599.96,0,0,333,333,333
4,3971,599.917,0,0,333,333,333
5,3960,599.999,0,0,333,333,333
6,4228,599.836,0,0,333,333,333
7,3787,599.821,0,0,333,333,333
8,4091,599.89,0,0,333,333,333
9,3957,599.955,0,0,333,333,333
10,3910,599.971,0,0,333,333,333
11,3911,600.023,0,0,333,333,333
12,3803,599.903,0,0,333,333,333
13,3700,599.962,0,0,333,333,333
14,3795,599.823,0,0,333,333,333
15,3944,599.828,0,0,333,333,333
16,4194,600.015,0,0,333,333,333
17,3680,599.98,0,0,333,333,333
18,3930,599.831,0,0,333,333,333
19,3905,599.99,0,0,333,333,333
20,3821,599.985,0,0,333,333,333
21,3850,600.005,0,0,333,333,333
22,3829,599.842,0,0,333,333,333
23,3967,600.09,0,0,333,333,333
24,3862,599.918,0,0,333,333,333
25,4018,599.942,0,0,333,333,333
26,3813,599.831,0,0,333,333,333
27,3894,600.047,0,0,333,333,333
28,3990,599.88,0,0,333,333,333
29,3949,599.934,0,0,333,333,333
,,,0,,,
