runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5243,599.912,1,140,33.4,1,0
1,5533,600.049,1,156,13.9048,1,0
2,5207,599.994,1,192,13.8889,1,0
3,5364,599.878,2,174,13.2833,0.95,0.509891
4,5248,600.04,2,174,12.6429,0.904762,0.509891
5,5295,599.99,2,129,12.3365,0.884615,0.509891
6,5206,599.928,1,192,13.8889,1,0
7,5309,599.943,2,100,19.7206,0.705882,0.509891
8,5310,599.999,2,114,23.1413,0.956522,0.509891
9,5239,600,3,165,11.6159,0.826087,0.599401
10,5391,599.97,2,117,12.3981,0.888889,0.509891
11,5352,600.008,2,196,9.52,0.68,0.509891
12,5299,599.888,2,142,12.7708,0.916667,0.509891
13,5251,600.038,1,216,13.875,1,0
14,5421,599.981,1,168,13.9,1,0
15,5278,599.973,4,127,18.92,0.8,0.472411
16,5338,599.935,2,192,22.1944,0.888889,0.509891
17,5250,600.012,3,162,10.74,0.8,0.5994
18,5562,599.974,4,147,9.76724,0.75,0.472411
19,5194,599.994,1,204,13.8824,1,0
20,5338,599.93,4,120,11.963,0.851852,0.472411
21,5611,600.068,4,158,10.7885,0.769231,0.54796
22,5313,599.846,1,204,13.8824,1,0
23,5329,600.082,2,177,12.0341,0.863636,0.509891
24,5182,599.85,3,182,12.6125,0.9,0.599401
25,5402,600.022,1,121,23.663,1,0
26,5290,599.958,2,162,10.75,0.769231,0.509891
27,5295,599.939,4,113,17.3686,0.769231,0.472411
28,5267,600.013,3,217,9.9875,0.85,0.599401
29,5343,599.991,1,100,33.4167,1,0
,,,400,,,
