runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,3670,599.928,0,0,333,333,333
1,3650,599.951,0,0,333,333,333
2,3663,599.845,0,0,333,333,333
3,3656,599.987,0,0,333,333,333
4,3672,600.09,0,0,333,333,333
5,3595,599.724,0,0,333,333,333
6,3610,599.823,0,0,333,333,333
7,3676,599.705,0,0,333,333,333
8,3767,599.984,0,0,333,333,333
9,3678,599.916,0,0,333,333,333
10,3586,599.898,0,0,333,333,333
11,3671,599.68,0,0,333,333,333
12,3640,599.823,0,0,333,333,333
13,3632,600.028,0,0,333,333,333
14,3637,599.844,0,0,333,333,333
15,3668,599.855,0,0,333,333,333
16,3648,599.902,0,0,333,333,333
17,3650,599.725,0,0,333,333,333
18,3648,599.754,0,0,333,333,333
19,3637,599.779,0,0,333,333,333
20,3644,600.011,0,0,333,333,333
21,3671,599.943,0,0,333,333,333
22,3711,599.869,0,0,333,333,333
23,3695,599.907,0,0,333,333,333
24,3700,599.915,0,0,333,333,333
25,3669,599.752,0,0,333,333,333
26,3585,599.736,0,0,333,333,333
27,3739,599.618,0,0,333,333,333
28,3706,599.885,0,0,333,333,333
29,3667,599.989,0,0,333,333,333
,,,6,,,
