runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11028,599.41,1,3,41.9773,1,0
1,10830,600.038,2,69,0,0,0.326634
2,11291,599.924,1,30,41.875,1,0
3,11646,600.051,1,33,41.8333,1,0
4,11290,599.906,1,30,41.875,1,0
5,10887,600.01,1,21,41.9286,1,0
6,10981,600.017,1,12,41.95,1,0
7,10412,599.925,2,69,0,0,0.326634
8,10960,600.044,2,64,4.5,0.5,0.509891
9,10714,599.932,2,8,34.0333,0.833333,0.509891
10,10756,599.941,2,44,7.5,0.833333,0.509891
11,10891,599.977,2,64,4.5,0.5,0.509891
12,11000,599.99,1,6,41.9697,1,0
13,11189,599.954,1,30,41.875,1,0
14,11304,599.957,2,64,4.5,0.5,0.509891
15,11193,599.989,1,30,41.875,1,0
16,11405,600.001,1,30,41.875,1,0
17,11045,599.99,1,21,41.9286,1,0
18,11079,599.966,2,64,4.5,0.5,0.509891
19,10758,599.954,2,69,0,0,0.326634
20,10970,599.991,1,21,41.9286,1,0
21,10797,599.944,1,16,41.9444,1,0
22,10526,600.022,2,69,0,0,0.326634
23,10954,599.978,1,33,41.8333,1,0
24,11532,599.937,1,21,41.9286,1,0
25,10884,599.998,1,30,41.875,1,0
26,10981,599.954,1,21,41.9286,1,0
27,10878,599.965,1,33,41.8333,1,0
28,10454,599.961,2,44,7.5,0.833333,0.509891
29,11341,599.985,1,21,41.9286,1,0
,,,69,,,
