runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,11123,599.406,1,84,17.2857,0.6,0
1,10487,599.928,2,52,20.9821,0.875,0.475082
2,10929,599.99,1,84,17.2857,0.6,0
3,10150,599.993,1,91,14.7429,0.4,0
4,10722,599.999,1,72,22.2,0.6,0
5,10943,599.946,1,49,22.5,1,0
6,10676,599.99,2,87,14.9714,0.8,0.475082
7,10940,599.972,1,77,19.8286,0.8,0
8,10587,599.946,2,95,12.4,0.6,0.475082
9,10710,599.992,3,97,10,0.4,0.427067
10,10506,599.963,2,59,20.7347,0.857143,0.475082
11,10573,599.967,2,86,14.8857,0.4,0.475082
12,10904,599.985,1,104,9.8,0.4,0
13,10916,599.989,1,49,22.5,1,0
14,11013,599.981,1,84,17.2857,0.6,0
15,10960,599.988,1,84,17.2857,0.6,0
16,10616,599.948,3,113,4.85714,0.142857,0.482558
17,10635,599.972,3,64,19.1778,0.6,0.427067
18,10515,599.981,2,61,20.6939,0.857143,0.475082
19,10445,599.95,3,42,24.6825,0.777778,0.427067
20,11019,600.021,1,84,17.2857,0.6,0
21,11019,599.928,1,72,22.2,0.6,0
22,11337,600.017,1,88,14.9429,0.8,0
23,10484,599.947,2,111,7.25714,0.2,0.509891
24,10273,599.975,3,78,17.4571,0.6,0.427067
25,11053,599.967,1,98,12.2,0.285714,0
26,10873,600.003,1,88,14.9429,0.8,0
27,10798,599.963,2,86,14.8857,0.4,0.475082
28,10971,599.975,1,88,14.9429,0.8,0
29,10298,599.972,2,62,24.8286,0.8,0.475082
,,,123,,,
