runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,6322,599.766,1,84,32.1667,1,0
1,5618,599.991,1,72,32.25,1,0
2,5959,599.981,1,78,32.2143,1,0
3,6045,599.944,1,84,32.1667,1,0
4,5747,599.967,1,66,32.2778,1,0
5,5836,599.947,1,112,10.5,1,0
6,5626,599.981,2,89,30.5,0.833333,0.49717
7,5497,600.029,1,90,32.1,1,0
8,5818,599.881,1,102,31.8333,1,0
9,5846,599.971,1,90,32.1,1,0
10,5682,599.994,1,84,32.1667,1,0
11,5854,599.964,1,90,32.1,1,0
12,6008,599.982,1,100,43.3333,1,0
13,5379,599.898,2,111,8.5,0.8,0.49717
14,5610,600.013,1,98,10.6667,1,0
15,5697,600.003,1,114,24.8333,0.5,0
16,5689,599.952,1,96,32,1,0
17,5886,599.867,1,102,31.8333,1,0
18,5760,600.049,1,54,32.3182,1,0
19,5524,599.93,2,58,30.6667,0.833333,0.49717
20,5793,599.9,1,84,32.1667,1,0
21,5586,600.032,1,84,32.1667,1,0
22,5688,599.901,1,112,10.5,1,0
23,5859,599.958,1,60,32.3,1,0
24,6329,599.947,1,72,32.25,1,0
25,5338,599.994,3,86,8.58333,0.777778,0.481574
26,5597,599.985,2,102,13.619,0.714286,0.49717
27,5890,599.949,1,90,32.1,1,0
28,5917,599.994,1,102,31.8333,1,0
29,5805,599.952,1,90,32.1,1,0
,,,136,,,
