runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,6193,600.651,1,45,25.5,1,0
1,5660,599.888,1,40,25.6667,1,0
2,5647,599.993,1,25,25.8333,1,0
3,5686,600.011,1,45,25.5,1,0
4,5679,599.911,1,60,9,1,0
5,5814,599.988,1,0,25.9091,1,0
6,5707,599.94,1,45,25.5,1,0
7,5686,600.033,1,54,9.5,1,0
8,5619,599.927,2,52,16.6667,0.666667,0.488066
9,5503,600.004,2,29,24.3333,0.833333,0.509891
10,5934,599.893,2,35,13,0.75,0.509891
11,5754,599.981,2,49,21,0.5,0.509891
12,5816,599.93,1,20,25.8571,1,0
13,5672,599.998,1,54,9.5,1,0
14,5658,599.997,1,45,25.5,1,0
15,5623,599.849,1,30,25.8,1,0
16,5514,599.998,2,29,24.3333,0.833333,0.509891
17,5658,600.02,1,35,25.75,1,0
18,5507,599.943,2,64,0,0,0.326634
19,5789,600.011,1,40,25.6667,1,0
20,5506,599.987,2,35,13,0.75,0.509891
21,5676,599.874,1,30,25.8,1,0
22,5566,600.014,2,43,21.25,0.75,0.509891
23,5589,599.981,2,44,22.6667,0.666667,0.509891
24,5589,599.946,1,44,32,1,0
25,5711,599.99,1,54,9.5,1,0
26,5680,599.9,1,40,25.6667,1,0
27,5634,599.98,1,45,25.5,1,0
28,5592,599.952,1,32,41.6667,1,0
29,5623,600.059,1,35,25.75,1,0
,,,64,,,
