runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,6305,599.931,0,0,333,333,333
1,5943,599.866,0,0,333,333,333
2,5885,599.946,1,20,38.1667,1,0
3,6158,599.915,0,0,333,333,333
4,5985,599.959,0,0,333,333,333
5,5489,599.979,2,26,6.35714,0.714286,0.509891
6,5776,599.859,1,20,38.1667,1,0
7,5726,600.06,0,0,333,333,333
8,5685,599.756,1,20,38.1667,1,0
9,5613,600.061,1,16,35.4667,1,0
10,5794,599.778,0,0,333,333,333
11,5561,599.871,1,20,38.1667,1,0
12,6225,600.007,0,0,333,333,333
13,6101,600.028,0,0,333,333,333
14,6063,599.884,0,0,333,333,333
15,5759,600.084,1,28,36.4,1,0
16,5553,599.723,1,20,38.1667,1,0
17,5574,599.883,1,18,38.5,1,0
18,5969,599.953,1,20,38.1667,1,0
19,5623,599.957,1,32,34.8,1,0
20,6040,599.972,0,0,333,333,333
21,6096,600.012,0,0,333,333,333
22,5341,599.926,1,0,38.875,1,0
23,5670,600.021,1,20,38.1667,1,0
24,5924,599.928,0,0,333,333,333
25,5891,599.944,1,20,38.1667,1,0
26,5874,599.94,1,28,36.4,1,0
27,5267,599.995,1,36,33.2,1,0
28,5897,599.946,0,0,333,333,333
29,5655,599.972,1,20,38.1667,1,0
,,,50,,,
