runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5619,599.94,3,60,10,0.25,0.427067
1,5334,599.99,3,58,10.1,0.4,0.440615
2,5872,599.989,0,0,333,333,333
3,5415,600.017,1,45,17.55,1,0
4,5312,599.996,4,52,11.4583,0.5,0.469945
5,5411,599.961,2,43,16.0833,0.833333,0.475082
6,5564,599.963,2,49,15.65,0.8,0.475082
7,5792,600.006,0,0,333,333,333
8,5353,599.969,1,20,17.775,1,0
9,5324,599.987,2,59,10.05,0.4,0.475082
10,5474,599.929,1,15,17.7955,1,0
11,5379,599.97,1,45,17.55,1,0
12,5658,600.017,1,50,15.6,0.8,0
13,5467,600.049,1,55,13.65,0.6,0
14,5603,599.952,0,0,333,333,333
15,5594,599.893,0,0,333,333,333
16,5695,600,0,0,333,333,333
17,5663,599.966,0,0,333,333,333
18,5653,599.974,0,0,333,333,333
19,5363,600.005,3,58,10.1,0.4,0.440615
20,5501,600.03,1,35,17.6786,1,0
21,5399,599.913,1,30,17.7188,1,0
22,5869,599.995,0,0,333,333,333
23,5714,599.942,0,0,333,333,333
24,5518,599.976,2,54,16.15,0.5,0.509891
25,5688,599.996,0,0,333,333,333
26,5485,599.955,1,50,15.6,0.8,0
27,5459,599.926,2,31,15.05,0.875,0.475082
28,5483,600.065,0,0,333,333,333
29,5667,599.925,0,0,333,333,333
,,,75,,,
