runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5488,599.998,1,32,41,1,0
1,5687,599.889,0,0,333,333,333
2,5516,600.06,2,28,18.8333,1,inf
3,5544,599.985,1,66,333,333,0
4,5433,599.878,1,40,41,1,0
5,5901,599.817,0,0,333,333,333
6,5628,600.002,0,0,333,333,333
7,5654,599.922,1,24,41,1,0
8,5775,599.992,0,0,333,333,333
9,5794,599.803,0,0,333,333,333
10,5754,599.991,0,0,333,333,333
11,5711,600.021,0,0,333,333,333
12,5542,599.939,1,66,333,333,0
13,5911,599.913,0,0,333,333,333
14,5621,599.989,0,0,333,333,333
15,5533,599.912,1,6,41,1,0
16,5877,599.85,0,0,333,333,333
17,6035,599.93,0,0,333,333,333
18,6155,599.948,0,0,333,333,333
19,5468,599.971,1,18,41,1,0
20,5858,599.896,0,0,333,333,333
21,5734,600.028,0,0,333,333,333
22,6011,599.943,0,0,333,333,333
23,5574,599.976,2,15,29.5417,1,inf
24,5814,599.975,0,0,333,333,333
25,5339,599.949,1,48,333,333,0
26,5340,599.899,1,20,41,1,0
27,5892,599.958,0,0,333,333,333
28,5503,599.954,1,15,41,1,0
29,6048,599.95,0,0,333,333,333
,,,66,,,
