runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5257,599.821,2,26,24.1071,0.75,0.509891
1,5395,599.981,0,0,333,333,333
2,5352,599.872,2,26,24.1071,0.75,0.509891
3,5271,600.002,1,32,43.5714,1,0
4,5147,599.959,1,50,8.4,1,0
5,5241,599.958,1,50,8.4,1,0
6,5120,599.838,2,66,3.16667,0.5,0.488066
7,5457,599.847,0,0,333,333,333
8,4975,599.749,1,32,43.5714,1,0
9,5200,599.859,2,17,24.825,0.8,0.509891
10,5272,599.853,1,24,43.7857,1,0
11,5684,599.981,0,0,333,333,333
12,5242,599.967,2,20,31.3333,0.888889,0.509891
13,5416,599.991,0,0,333,333,333
14,5531,599.898,0,0,333,333,333
15,5202,599.798,2,26,24.1071,0.75,0.509891
16,5414,600.008,0,0,333,333,333
17,5444,599.771,0,0,333,333,333
18,4948,599.988,2,32,14.7714,0.857143,0.509891
19,5581,599.601,0,0,333,333,333
20,4972,599.842,1,18,43.8333,1,0
21,5318,600.015,1,27,43.75,1,0
22,5134,599.975,1,44,43.25,1,0
23,5591,599.925,0,0,333,333,333
24,5268,600.031,1,45,8.5,1,0
25,5116,599.832,2,19,25.5278,0.888889,0.509891
26,5607,599.688,1,44,43.25,1,0
27,5292,599.961,1,50,8.4,1,0
28,5492,599.998,0,0,333,333,333
29,5159,599.926,2,20,31.3333,0.888889,0.509891
,,,72,,,
