runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5616,600.048,0,0,333,333,333
1,5812,599.932,0,0,333,333,333
2,5368,599.949,1,0,42.9778,1,0
3,5520,599.936,2,28,24.625,0.833333,0.509891
4,5676,599.936,0,0,333,333,333
5,5699,599.991,0,0,333,333,333
6,5477,599.964,1,48,42.6667,1,0
7,5456,599.998,2,39,7.875,0.875,0.509891
8,5638,599.94,0,0,333,333,333
9,5533,599.902,2,64,6,0.666667,0.509891
10,5787,599.914,0,0,333,333,333
11,5755,600.025,0,0,333,333,333
12,5804,599.915,0,0,333,333,333
13,5795,600.046,1,40,42.8,1,0
14,6187,599.951,0,0,333,333,333
15,5881,599.893,0,0,333,333,333
16,5384,600.056,2,59,6.75,0.75,0.509891
17,5739,599.91,0,0,333,333,333
18,5631,600.04,0,0,333,333,333
19,5779,599.872,0,0,333,333,333
20,5708,600.051,0,0,333,333,333
21,5881,599.985,0,0,333,333,333
22,5611,599.936,1,40,42.8,1,0
23,5671,599.985,0,0,333,333,333
24,5883,599.986,0,0,333,333,333
25,5466,599.964,1,44,42.75,1,0
26,5724,599.967,0,0,333,333,333
27,5754,599.995,0,0,333,333,333
28,5492,599.941,2,64,6,0.666667,0.509891
29,5709,599.996,0,0,333,333,333
,,,74,,,
