runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5212,600.313,2,34,11.75,0.25,0.488066
1,5483,599.825,0,0,333,333,333
2,5226,599.902,1,28,19.4375,0.75,0
3,5382,599.981,0,0,333,333,333
4,5323,599.922,0,0,333,333,333
5,5538,599.878,0,0,333,333,333
6,5397,599.916,0,0,333,333,333
7,5416,599.906,0,0,333,333,333
8,5463,599.869,0,0,333,333,333
9,5317,599.872,2,10,40.1786,0.75,0.49717
10,5346,599.918,2,31,16.8125,0.5,0.49717
11,5573,599.95,0,0,333,333,333
12,5461,599.926,0,0,333,333,333
13,5455,599.979,0,0,333,333,333
14,5674,599.807,1,8,22.4375,1,0
15,5315,599.997,2,30,16.875,0.5,0.49717
16,5427,599.849,1,24,28.625,0.5,0
17,5361,599.977,1,6,34.1875,1,0
18,5229,599.918,1,6,57.375,1,0
19,5437,599.809,0,0,333,333,333
20,5648,599.972,0,0,333,333,333
21,5498,599.875,0,0,333,333,333
22,5525,599.967,0,0,333,333,333
23,5395,599.845,0,0,333,333,333
24,5261,599.901,2,8,35.5333,0.666667,0.49717
25,5461,599.987,0,0,333,333,333
26,5462,599.76,0,0,333,333,333
27,5335,600.018,1,12,34.0833,1,0
28,5339,599.918,2,14,32.375,0.833333,0.49717
29,5296,599.982,1,12,34.0833,1,0
,,,40,,,
