runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5234,599.91,0,0,333,333,333
1,5419,599.796,0,0,333,333,333
2,5328,599.931,0,0,333,333,333
3,5326,599.841,0,0,333,333,333
4,5326,599.968,0,0,333,333,333
5,5424,599.881,0,0,333,333,333
6,5341,599.925,0,0,333,333,333
7,5265,599.961,0,0,333,333,333
8,5218,599.874,0,0,333,333,333
9,5441,600.038,0,0,333,333,333
10,5317,599.86,0,0,333,333,333
11,5347,599.911,0,0,333,333,333
12,5357,600.064,0,0,333,333,333
13,5274,599.945,0,0,333,333,333
14,5716,599.842,0,0,333,333,333
15,5190,600.02,0,0,333,333,333
16,5350,599.91,0,0,333,333,333
17,5350,599.909,0,0,333,333,333
18,5345,600.014,0,0,333,333,333
19,5213,599.811,0,0,333,333,333
20,5333,599.839,0,0,333,333,333
21,5274,599.994,0,0,333,333,333
22,5383,599.822,0,0,333,333,333
23,5291,599.954,0,0,333,333,333
24,5198,599.901,0,0,333,333,333
25,5331,600.011,0,0,333,333,333
26,5436,599.814,0,0,333,333,333
27,5350,599.975,0,0,333,333,333
28,5325,599.852,0,0,333,333,333
29,5394,599.766,0,0,333,333,333
,,,0,,,
