runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5478,599.508,2,41,28.8333,0.75,0.509891
1,5540,599.719,1,65,8.5,1,0
2,5200,599.968,0,0,333,333,333
3,5350,599.946,1,36,29.8333,1,0
4,5383,599.909,1,33,50.75,1,0
5,5480,599.908,1,65,8.5,1,0
6,5488,599.922,2,58,21.5,0.5,0.488066
7,5164,599.602,3,9,28.7115,0.846154,0.5994
8,5346,599.896,2,26,35.7619,0.857143,0.509891
9,5410,599.913,0,0,333,333,333
10,5322,599.814,2,56,4.06667,0.8,0.534496
11,5649,599.915,1,55,8.75,1,0
12,5458,599.833,1,30,50.8,1,0
13,5341,599.953,1,39,50.5,1,0
14,5555,599.945,1,70,8,1,0
15,5430,599.99,2,41,28.8333,0.75,0.509891
16,5382,599.809,1,60,8.66667,1,0
17,5381,599.931,2,46,20.8333,0.75,0.509891
18,5206,599.746,2,22,35.1481,0.888889,0.509891
19,5686,599.915,1,70,8,1,0
20,5372,599.851,1,18,50.8889,1,0
21,5357,599.939,1,65,8.5,1,0
22,5673,599.993,2,25,34.9167,0.875,0.509891
23,5502,599.665,1,50,8.8,1,0
24,5362,599.914,2,69,0.666667,0.5,0.576565
25,5194,599.794,1,18,50.8889,1,0
26,5458,599.741,1,60,8.66667,1,0
27,5645,599.97,1,45,42,1,0
28,5512,599.857,1,55,8.75,1,0
29,5395,599.961,2,29,8.05,0.9,0.509891
,,,73,,,
