runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5413,599.197,2,49,7.6,0.8,0.49717
1,5303,600.008,0,0,333,333,333
2,5439,599.939,1,24,56.5833,1,0
3,5501,600.021,1,9,56.75,1,0
4,5371,599.964,0,0,333,333,333
5,5301,600.023,0,0,333,333,333
6,5209,599.925,2,47,7.86667,0.8,0.49717
7,5140,600.002,3,41,6.1875,0.625,0.481574
8,5368,599.908,0,0,333,333,333
9,4890,600.016,1,0,56.9167,1,0
10,5312,600.001,2,39,31.2,0.8,0.49717
11,5338,599.877,0,0,333,333,333
12,5198,599.959,0,0,333,333,333
13,5406,599.888,0,0,333,333,333
14,5146,599.979,0,0,333,333,333
15,5351,599.974,2,16,32.3611,0.888889,0.49717
16,5352,600.057,0,0,333,333,333
17,5293,599.872,1,18,56.6667,1,0
18,5303,599.978,1,14,47.6875,1,0
19,5335,599.946,0,0,333,333,333
20,5355,600.088,0,0,333,333,333
21,5203,599.944,0,0,333,333,333
22,5447,599.932,0,0,333,333,333
23,5453,599.995,0,0,333,333,333
24,5337,600.002,2,42,23,0.75,0.49717
25,5143,600.01,2,42,23,0.75,0.49717
26,5279,599.926,0,0,333,333,333
27,5106,599.948,1,0,47.75,1,0
28,5152,599.943,0,0,333,333,333
29,5355,599.921,0,0,333,333,333
,,,65,,,
