runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5173,599.401,0,0,333,333,333
1,5491,600.025,0,0,333,333,333
2,5558,599.898,0,0,333,333,333
3,5260,599.797,1,52,333,333,0
4,5313,599.969,1,68,333,333,0
5,5317,599.925,1,20,60,1,0
6,5122,600.031,0,0,333,333,333
7,5262,599.777,0,0,333,333,333
8,5145,599.901,1,22,60,1,0
9,5406,600.003,0,0,333,333,333
10,5235,599.793,1,56,333,333,0
11,5235,599.82,1,60,333,333,0
12,5402,600.058,0,0,333,333,333
13,5223,599.887,0,0,333,333,333
14,5233,599.769,2,66,1,1,inf
15,5222,599.816,2,50,6.33333,1,inf
16,4811,599.932,1,0,60,1,0
17,5150,599.979,1,12,60,1,0
18,4679,599.823,2,41,32.5,1,inf
19,5171,600.045,0,0,333,333,333
20,5173,599.748,0,0,333,333,333
21,5266,599.989,2,22,33.1667,1,inf
22,5236,599.921,0,0,333,333,333
23,5050,599.97,1,0,60,1,0
24,5342,599.853,1,28,333,333,0
25,5233,599.847,1,68,333,333,0
26,5342,599.975,0,0,333,333,333
27,5346,599.799,0,0,333,333,333
28,5060,599.951,2,66,1,1,inf
29,5264,600.017,0,0,333,333,333
,,,68,,,
