runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4570,599.86,2,82,6.5,0.666667,0.488066
1,4489,599.897,1,11,52.88,1,0
2,4821,599.801,0,0,333,333,333
3,4577,599.961,1,70,49,1,0
4,4549,599.532,2,54,29.75,0.833333,0.509891
5,4592,599.842,0,0,333,333,333
6,4597,599.95,1,32,52.8125,1,0
7,4605,599.983,2,72,24.375,0.5,0.509891
8,4566,599.834,1,12,52.9167,1,0
9,4664,599.767,1,52,52.5,1,0
10,4597,600.052,1,16,52.9062,1,0
11,4590,599.898,1,8,52.8929,1,0
12,4485,599.82,3,23,24.8333,0.8,0.5994
13,4449,599.905,3,9,30.2333,0.866667,0.5994
14,4554,599.962,2,35,37.4167,0.875,0.509891
15,4643,599.995,0,0,333,333,333
16,4575,599.936,2,46,27.75,0.7,0.509891
17,4369,600.023,3,26,27.9038,0.75,0.5994
18,4509,599.933,0,0,333,333,333
19,4578,599.784,0,0,333,333,333
20,4590,599.929,1,24,52.85,1,0
21,4538,599.815,1,25,52.7273,1,0
22,4632,599.855,2,82,6.5,0.666667,0.488066
23,4544,599.833,1,30,52.8333,1,0
24,4520,599.971,1,28,52.8333,1,0
25,4296,599.898,1,6,52.9286,1,0
26,4501,599.966,1,20,52.75,1,0
27,4512,599.824,2,38,29.55,0.8,0.509891
28,4537,599.914,1,35,52.6667,1,0
29,4713,599.94,0,0,333,333,333
,,,93,,,
