runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4256,599.775,0,0,333,333,333
1,4347,599.831,0,0,333,333,333
2,4348,600.051,0,0,333,333,333
3,4409,599.814,0,0,333,333,333
4,4387,599.862,0,0,333,333,333
5,4442,599.857,0,0,333,333,333
6,4306,599.865,0,0,333,333,333
7,4376,599.78,0,0,333,333,333
8,4444,599.945,0,0,333,333,333
9,4506,600.01,0,0,333,333,333
10,4487,599.932,0,0,333,333,333
11,4298,599.812,0,0,333,333,333
12,4405,600.007,0,0,333,333,333
13,4383,599.757,0,0,333,333,333
14,4620,599.741,0,0,333,333,333
15,4427,599.92,0,0,333,333,333
16,4596,599.734,0,0,333,333,333
17,4285,599.989,0,0,333,333,333
18,4535,599.743,0,0,333,333,333
19,4307,600.013,0,0,333,333,333
20,4543,599.81,0,0,333,333,333
21,4334,599.87,0,0,333,333,333
22,4390,599.798,0,0,333,333,333
23,4337,599.937,0,0,333,333,333
24,4371,599.822,0,0,333,333,333
25,4463,600.045,0,0,333,333,333
26,4663,599.787,0,0,333,333,333
27,4315,600.069,0,0,333,333,333
28,4577,599.858,0,0,333,333,333
29,4370,599.948,0,0,333,333,333
,,,0,,,
