runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4483,600.047,0,0,333,333,333
1,4306,599.823,0,0,333,333,333
2,4331,599.994,0,0,333,333,333
3,4608,600.035,0,0,333,333,333
4,4447,599.859,0,0,333,333,333
5,4554,600.014,0,0,333,333,333
6,4431,599.994,0,0,333,333,333
7,4228,599.933,0,0,333,333,333
8,4289,599.798,0,0,333,333,333
9,4350,599.998,0,0,333,333,333
10,4247,599.951,0,0,333,333,333
11,4415,599.908,0,0,333,333,333
12,4135,600.012,0,0,333,333,333
13,4341,599.903,0,0,333,333,333
14,4319,599.909,0,0,333,333,333
15,4366,599.851,0,0,333,333,333
16,4526,599.955,0,0,333,333,333
17,4239,599.918,0,0,333,333,333
18,4427,600.002,0,0,333,333,333
19,4378,599.989,0,0,333,333,333
20,4300,599.793,0,0,333,333,333
21,4250,600.068,0,0,333,333,333
22,4429,600,0,0,333,333,333
23,4318,599.897,0,0,333,333,333
24,4253,599.953,0,0,333,333,333
25,4482,599.89,0,0,333,333,333
26,4300,599.892,0,0,333,333,333
27,4244,599.906,0,0,333,333,333
28,4306,600.023,0,0,333,333,333
29,4579,599.804,0,0,333,333,333
,,,0,,,
