runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4653,599.93,0,0,333,333,333
1,4508,599.946,0,0,333,333,333
2,4416,599.88,0,0,333,333,333
3,4361,599.962,0,0,333,333,333
4,4516,599.962,0,0,333,333,333
5,4478,599.916,0,0,333,333,333
6,4300,599.853,0,0,333,333,333
7,4467,599.848,0,0,333,333,333
8,4504,599.839,0,0,333,333,333
9,4430,599.778,0,0,333,333,333
10,4453,599.972,0,0,333,333,333
11,4501,599.906,0,0,333,333,333
12,4496,600.068,0,0,333,333,333
13,4336,599.805,1,0,47.8182,1,0
14,4655,599.829,0,0,333,333,333
15,4423,599.859,0,0,333,333,333
16,4343,599.873,0,0,333,333,333
17,4271,599.883,1,24,11.7143,1,0
18,4344,599.805,0,0,333,333,333
19,4378,599.784,0,0,333,333,333
20,4422,599.918,0,0,333,333,333
21,4401,599.974,0,0,333,333,333
22,4464,599.909,0,0,333,333,333
23,4455,599.97,0,0,333,333,333
24,4501,599.94,0,0,333,333,333
25,4314,599.747,0,0,333,333,333
26,4568,599.846,0,0,333,333,333
27,4458,599.935,0,0,333,333,333
28,4433,600.022,0,0,333,333,333
29,4455,599.85,0,0,333,333,333
,,,60,,,
