runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,5692,599.962,1,8,6.95455,1,0
1,5626,599.946,0,0,333,333,333
2,5449,599.952,0,0,333,333,333
3,5625,600.015,0,0,333,333,333
4,5415,599.924,0,0,333,333,333
5,5498,600.053,0,0,333,333,333
6,5642,599.912,0,0,333,333,333
7,5598,599.992,0,0,333,333,333
8,5541,600.016,0,0,333,333,333
9,5567,599.938,0,0,333,333,333
10,5477,600.004,0,0,333,333,333
11,5458,600.047,0,0,333,333,333
12,5567,599.905,0,0,333,333,333
13,5488,600.038,0,0,333,333,333
14,5574,599.881,0,0,333,333,333
15,5341,600.044,0,0,333,333,333
16,5489,599.958,1,20,6.94737,1,0
17,5619,599.989,0,0,333,333,333
18,5556,600.006,0,0,333,333,333
19,5534,599.883,0,0,333,333,333
20,5686,599.984,0,0,333,333,333
21,5586,600.012,0,0,333,333,333
22,5353,599.934,2,4,6.47917,0.958333,0.509891
23,5526,599.967,0,0,333,333,333
24,5686,600.001,0,0,333,333,333
25,5637,599.912,1,20,6.94737,1,0
26,5479,600.048,0,0,333,333,333
27,5557,599.988,0,0,333,333,333
28,5488,599.916,1,15,44.9474,1,0
29,5569,600.019,0,0,333,333,333
,,,95,,,
