runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4612,599.955,1,24,9.33333,1,0
1,4658,599.784,1,25,44.2,1,0
2,4963,600.032,0,0,333,333,333
3,4675,599.847,1,25,44.2,1,0
4,4696,599.883,1,24,9.33333,1,0
5,4713,599.934,1,20,44.3333,1,0
6,4645,599.969,2,0,20.7,0.9,0.509891
7,4600,599.965,2,18,25,0.75,0.509891
8,4707,600.022,1,25,44.2,1,0
9,4901,599.799,0,0,333,333,333
10,4749,599.893,1,16,44.6667,1,0
11,4716,599.905,1,30,44,1,0
12,4739,599.957,0,0,333,333,333
13,4687,599.829,1,30,44,1,0
14,4615,599.915,0,0,333,333,333
15,4659,599.973,1,20,44.3333,1,0
16,4749,599.896,1,24,44.5,1,0
17,4657,599.893,0,0,333,333,333
18,4743,599.999,1,25,44.2,1,0
19,4945,599.968,0,0,333,333,333
20,5023,599.793,1,28,42.25,1,0
21,4646,600.058,1,0,44.8,1,0
22,4737,599.862,2,38,22.5,0.5,0.509891
23,4678,599.883,1,28,42.25,1,0
24,4661,599.923,1,10,44.8,1,0
25,4646,599.918,1,15,44.7333,1,0
26,4835,599.894,1,15,44.7333,1,0
27,4757,600.031,1,40,39.5,1,0
28,4710,599.855,0,0,333,333,333
29,4759,600.06,1,36,9,1,0
,,,56,,,
