runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,4555,599.897,1,24,44.875,1,0
1,4563,599.897,1,18,44.9,1,0
2,4544,599.871,1,45,44,1,0
3,4551,599.967,1,26,44.8333,1,0
4,4740,599.736,1,0,44.975,1,0
5,4487,600.01,1,56,7.5,1,0
6,4482,599.954,1,16,44.9375,1,0
7,4405,599.759,1,24,44.875,1,0
8,4444,599.996,1,0,44.9375,1,0
9,4498,599.845,1,44,7.8,1,0
10,4527,599.821,2,38,6.125,0.875,0.509891
11,4619,599.696,1,10,44.9545,1,0
12,4533,600.001,1,2,44.9667,1,0
13,4449,599.914,1,24,44.875,1,0
14,4531,599.732,1,45,44,1,0
15,4502,599.944,1,15,44.9091,1,0
16,4650,600.066,1,20,44.9167,1,0
17,4400,599.643,1,0,44.9375,1,0
18,4519,600.046,1,6,44.9286,1,0
19,4577,599.762,1,33,44.8,1,0
20,4367,599.979,1,32,37.5,1,0
21,4526,599.956,1,20,44.9167,1,0
22,4518,599.886,1,18,44.9,1,0
23,4384,599.817,1,18,44.9,1,0
24,4669,599.684,1,36,44.75,1,0
25,4575,599.959,1,24,7.9,1,0
26,4520,599.944,1,21,44.8889,1,0
27,4519,599.925,1,12,44.9167,1,0
28,4417,599.734,1,5,44.9697,1,0
29,4436,599.945,2,8,25.8958,0.916667,0.509891
,,,63,,,
