runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,9219,599.868,1,288,37,1,0
1,9103,599.712,1,288,37,1,0
2,9383,599.727,1,310,11,1,0
3,9061,599.867,1,310,11,1,0
4,8775,599.856,1,168,48.9375,1,0
5,9023,599.792,1,288,37,1,0
6,9030,599.529,1,310,11,1,0
7,9127,599.688,1,310,11,1,0
8,8874,599.495,1,288,37,1,0
9,9167,599.639,1,288,37,1,0
10,9134,599.619,1,310,11,1,0
11,8903,599.637,1,310,11,1,0
12,9137,599.509,1,310,11,1,0
13,8941,599.829,1,310,11,1,0
14,8678,599.949,2,237,23.0667,0.8,0.509891
15,9128,599.786,1,310,11,1,0
16,9140,599.579,1,288,37,1,0
17,9017,599.775,1,310,11,1,0
18,8926,599.98,1,310,11,1,0
19,9002,599.839,1,279,48,1,0
20,9256,599.876,1,310,11,1,0
21,9115,600.045,1,310,11,1,0
22,8995,599.742,1,310,11,1,0
23,9297,599.757,1,288,37,1,0
24,8892,599.912,2,319,0,0,0.326634
25,8734,599.859,1,288,37,1,0
26,9356,599.986,1,310,11,1,0
27,8855,599.52,1,310,11,1,0
28,8975,599.698,1,310,11,1,0
29,9258,599.839,1,310,11,1,0
,,,319,,,
