runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8601,599.945,2,320,17.8333,0.5,0.49717
1,8516,600.027,2,342,8.16667,0.5,0.509891
2,8519,599.961,2,342,8.16667,0.5,0.509891
3,8851,599.969,2,342,8.16667,0.5,0.509891
4,8720,599.96,2,342,8.16667,0.5,0.509891
5,8921,599.963,2,342,8.16667,0.5,0.509891
6,8721,599.948,2,342,8.16667,0.5,0.509891
7,8682,599.989,2,342,8.16667,0.5,0.509891
8,8509,599.954,2,342,8.16667,0.5,0.509891
9,8616,599.987,2,306,20.7778,0.666667,0.49717
10,8561,599.986,3,333,9.66667,0.333333,0.482558
11,8526,599.912,2,320,17.8333,0.5,0.49717
12,8876,600.012,2,320,17.8333,0.5,0.49717
13,8690,599.894,2,342,8.16667,0.5,0.509891
14,8652,599.979,2,342,8.16667,0.5,0.509891
15,8650,599.959,2,342,8.16667,0.5,0.509891
16,8662,599.988,2,342,8.16667,0.5,0.509891
17,8604,599.984,2,342,8.16667,0.5,0.509891
18,8638,599.944,2,342,8.16667,0.5,0.509891
19,8690,600.025,1,260,35.9167,1,0
20,8712,599.917,2,342,8.16667,0.5,0.509891
21,8495,599.988,2,342,8.16667,0.5,0.509891
22,8748,599.927,2,320,17.8333,0.5,0.49717
23,8682,600.032,2,306,20.7778,0.666667,0.49717
24,8694,599.919,2,306,20.7778,0.666667,0.49717
25,8799,600.022,2,285,30.4444,0.666667,0.49717
26,8476,599.921,3,333,9.66667,0.333333,0.482558
27,8611,600.013,1,273,35.7778,1,0
28,8538,599.976,2,342,8.16667,0.5,0.509891
29,8723,600.014,2,342,8.16667,0.5,0.509891
,,,355,,,
