runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8904,599.941,1,308,13.25,1,0
1,8742,600.023,1,308,13.25,1,0
2,8607,600.748,2,317,6.75,0.5,0.509891
3,8757,599.98,1,297,13.5,1,0
4,8326,599.971,3,316,4.66667,0.333333,0.456965
5,8770,600.018,1,308,13.25,1,0
6,8799,599.875,2,317,6.75,0.5,0.509891
7,8717,599.988,2,317,6.75,0.5,0.509891
8,8767,599.862,1,270,31.5,1,0
9,8698,600.001,2,317,6.75,0.5,0.509891
10,8624,599.905,2,317,6.75,0.5,0.509891
11,8696,599.798,2,317,6.75,0.5,0.509891
12,9111,599.84,1,297,13.5,1,0
13,8409,599.869,2,288,22.8333,0.5,0.49717
14,8801,599.993,1,308,13.25,1,0
15,9250,599.982,2,318,6.5,0.5,0.488066
16,9044,599.879,1,308,13.25,1,0
17,8435,599.965,2,298,18.25,0.5,0.509891
18,8870,599.91,1,280,31.25,1,0
19,8726,599.98,1,290,24.5,0.5,0
20,8466,599.896,2,317,6.75,0.5,0.509891
21,8553,600.004,2,317,6.75,0.5,0.509891
22,8903,599.947,1,280,31.25,1,0
23,8781,599.948,1,308,13.25,1,0
24,8810,599.953,2,317,6.75,0.5,0.509891
25,8515,599.912,1,260,31.625,1,0
26,9052,599.875,1,308,13.25,1,0
27,8374,599.984,1,243,49.5,1,0
28,8899,599.991,1,308,13.25,1,0
29,9040,599.899,2,317,6.75,0.5,0.509891
,,,327,,,
