runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,9085,600.03,1,290,333,333,0
1,9058,599.951,1,290,333,333,0
2,9109,599.975,1,252,45,1,0
3,9549,599.985,1,290,333,333,0
4,9553,599.947,1,290,333,333,0
5,9006,599.949,1,290,333,333,0
6,9271,600.012,1,290,333,333,0
7,9412,599.861,1,290,333,333,0
8,9390,599.966,1,290,333,333,0
9,9363,599.988,1,290,333,333,0
10,8928,599.987,1,290,333,333,0
11,9365,599.924,1,290,333,333,0
12,9311,600.01,1,232,333,333,0
13,9366,600.006,1,252,45,1,0
14,9519,599.913,1,290,333,333,0
15,9396,600.003,1,252,45,1,0
16,9177,599.837,1,252,45,1,0
17,9209,600.019,1,290,333,333,0
18,9287,599.927,1,290,333,333,0
19,9509,599.986,1,252,45,1,0
20,9613,599.99,1,290,333,333,0
21,9314,599.976,1,290,333,333,0
22,9437,599.962,1,290,333,333,0
23,9135,599.992,1,290,333,333,0
24,9663,599.971,1,290,333,333,0
25,9195,599.979,1,290,333,333,0
26,9397,599.946,1,290,333,333,0
27,9363,599.88,1,252,45,1,0
28,9319,600.013,1,290,333,333,0
29,9123,599.956,1,261,333,333,0
,,,290,,,
