runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8233,600.021,1,14,29,1,0
1,8184,599.943,1,8,29,1,0
2,8024,599.984,1,14,29,1,0
3,8154,599.939,1,12,29,1,0
4,8016,599.92,1,27,333,333,0
5,8289,599.992,1,24,333,333,0
6,8127,599.903,2,19,5,1,inf
7,8197,599.998,1,6,333,333,0
8,8136,599.981,1,18,333,333,0
9,8138,599.943,2,16,5.5,1,inf
10,8450,599.936,1,8,29,1,0
11,8388,599.974,1,24,333,333,0
12,8365,599.963,2,25,1,1,inf
13,8425,600.001,2,16,5.5,1,inf
14,7966,599.905,2,22,4,1,0.346129
15,8311,599.983,1,12,29,1,0
16,7861,599.97,2,7,6.14286,1,inf
17,8063,599.969,1,12,333,333,0
18,8259,599.949,1,18,333,333,0
19,8252,599.954,2,13,16,1,inf
20,8136,600.013,1,12,29,1,0
21,8239,600.021,1,5,29,1,0
22,7923,599.95,1,10,29,1,0
23,8387,599.972,1,12,29,1,0
24,7833,599.938,1,2,29,1,0
25,8070,600.004,1,16,29,1,0
26,8310,599.993,2,14,11.3333,1,0.346129
27,8318,599.967,1,8,29,1,0
28,8329,599.948,1,27,333,333,0
29,8305,599.958,1,0,333,333,0
,,,27,,,
