runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,7661,599.962,2,35,20.1667,0.833333,0.509891
1,8097,599.933,1,65,7,1,0
2,8121,599.95,1,48,21,1,0
3,7840,600.399,2,47,18.8333,0.666667,0.509891
4,7612,599.955,1,65,7,1,0
5,7890,599.884,1,33,34.6667,1,0
6,7845,599.811,1,36,21.3,1,0
7,7632,599.837,2,46,17.75,0.75,0.509891
8,7660,599.862,1,65,7,1,0
9,7629,599.963,1,27,34.8,1,0
10,7693,599.948,1,12,34.9,1,0
11,7865,599.928,1,44,21.1667,1,0
12,7731,599.826,2,35,20.1667,0.833333,0.509891
13,7914,599.89,1,65,7,1,0
14,7834,600.019,3,36,16.5833,0.666667,0.5994
15,7566,599.92,2,23,24.9048,0.857143,0.509891
16,8251,600.02,1,48,21,1,0
17,7774,599.792,2,55,13.5,0.5,0.488066
18,8242,599.872,2,55,13.5,0.5,0.488066
19,7582,599.94,2,13,24.6667,0.909091,0.509891
20,7588,599.905,2,27,20.5,0.875,0.509891
21,8051,599.953,1,44,21.1667,1,0
22,7797,599.872,2,55,13.5,0.5,0.488066
23,8057,599.602,1,24,21.375,1,0
24,8234,599.934,1,44,21.1667,1,0
25,7865,599.915,1,39,34,1,0
26,8043,599.961,2,43,19.5,0.75,0.509891
27,8193,599.869,1,44,21.1667,1,0
28,7690,599.95,2,26,24.7222,0.833333,0.509891
29,7779,599.788,2,27,20.5,0.875,0.509891
,,,68,,,
