runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,8442,599.814,1,248,333,333,0
1,8527,600.01,1,217,52,1,0
2,8278,599.97,1,180,52,1,0
3,8738,599.946,1,256,333,333,0
4,8553,599.86,1,217,52,1,0
5,8630,599.96,1,203,52,1,0
6,8375,600.011,1,256,333,333,0
7,8453,599.884,1,256,333,333,0
8,8677,599.992,1,203,52,1,0
9,8536,599.903,1,210,52,1,0
10,8384,599.917,1,256,333,333,0
11,8547,599.96,1,210,52,1,0
12,8479,599.936,1,256,333,333,0
13,8380,599.994,1,256,333,333,0
14,8427,599.908,1,217,52,1,0
15,8500,599.83,1,256,333,333,0
16,8511,600.011,1,256,333,333,0
17,8395,599.79,1,224,333,333,0
18,8437,599.909,1,168,52,1,0
19,8481,599.929,1,248,333,333,0
20,8086,599.819,1,150,52,1,0
21,8247,599.986,1,224,333,333,0
22,8340,599.812,1,196,52,1,0
23,8483,599.88,1,210,52,1,0
24,8449,599.912,1,224,333,333,0
25,8596,599.822,1,224,333,333,0
26,8731,599.977,1,203,52,1,0
27,8493,599.74,1,210,52,1,0
28,8501,599.907,1,217,52,1,0
29,8581,599.932,1,180,52,1,0
,,,256,,,
