runNumber,genCount,elapsedTime,noSolutions,unaryHyperVol,binaryHyperVol,additiveEps,entropy
0,7960,599.999,2,191,21.25,0.75,0.509891
1,8074,599.957,3,238,0.333333,0.5,0.349763
2,8206,599.951,1,234,11,1,0
3,8372,600,1,225,11.5,1,0
4,7868,599.996,2,167,33.6667,0.75,0.509891
5,8077,599.965,1,192,24,1,0
6,8000,599.943,3,238,0.333333,0.5,0.349763
7,8084,599.991,3,238,0.333333,0.5,0.349763
8,8223,599.984,3,238,0.333333,0.5,0.349763
9,8371,599.943,2,206,18.3333,0.5,0.509891
10,8177,600.024,1,176,24.1333,1,0
11,8082,599.925,2,206,18.3333,0.5,0.509891
12,8068,600.012,3,229,4.22222,0.666667,0.428269
13,8247,599.945,3,238,0.333333,0.5,0.349763
14,8161,600.009,3,238,0.333333,0.5,0.349763
15,8070,599.964,3,238,0.333333,0.5,0.349763
16,8121,599.998,3,239,0.166667,0.333333,0.349763
17,8374,599.958,1,176,24.1333,1,0
18,8225,599.914,2,206,18.3333,0.5,0.509891
19,8254,599.999,1,192,24,1,0
20,8253,599.94,1,225,11.5,1,0
21,8123,599.991,2,224,7.77778,0.666667,0.509891
22,7914,600.017,2,206,18.3333,0.5,0.509891
23,8239,599.911,3,238,0.333333,0.5,0.349763
24,8177,599.972,1,168,24.1667,1,0
25,8070,599.991,3,238,0.333333,0.5,0.349763
26,8156,600.011,3,238,0.333333,0.5,0.349763
27,8087,599.951,3,239,0.166667,0.333333,0.349763
28,8004,599.933,3,238,0.333333,0.5,0.349763
29,8351,599.982,3,238,0.333333,0.5,0.349763
,,,240,,,
